D,M,N,__pyience_timestamp__,acc_amm,acc_orig,activation,corr,cossim,lut_work_const,method,muls,ncodebooks,nlookups,nonzeros_heuristic,normalized_mse,objective,problem,raw_mse,secs,task_id,trial,y_mean,y_std,yhat_mean,yhat_std
512,100,10000,2021-12-26T17_44_59,0.5487,0.7048,None,0.742975652217865,0.7429906129837036,-1.0,Pluto,5120000,4.0,4000000.0,pq,0.4563131928443908,mse,softmax,8.013060569763184,0.063425018000089,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,-0.00106056407094,3.496134996414185
512,100,10000,2021-12-26T17_45_05,0.5885,0.7048,None,0.6105103492736816,0.6105127930641174,-1.0,Pluto,5120000,4.0,4000000.0,pq,0.6273295283317566,kld,softmax,11.016182899475098,0.068539647000307,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0057085501030087,2.52585244178772
512,100,10000,2021-12-26T17_45_24,0.5563,0.7048,None,0.7411600947380066,0.7411283254623413,-1.0,Pluto,5120000,4.0,4000000.0,r2,0.4573658108711242,mse-sklearn,softmax,8.03154468536377,0.0619365319998905,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0024697410408407,3.44757342338562
512,100,10000,2021-12-26T17_45_45,0.5616,0.7048,None,0.7535365223884583,0.7535182237625122,-1.0,Pluto,5120000,4.0,4000000.0,r2,0.4377399981021881,mse,softmax,7.686906814575195,0.056826588000149,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0032610951457172,3.469423055648804
512,100,10000,2021-12-26T17_46_09,0.5931,0.7048,None,0.6308746933937073,0.6309037208557129,-1.0,Pluto,5120000,4.0,4000000.0,r2,0.6020019054412842,kld,softmax,10.571418762207031,0.0645127159996263,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0036736244801431,2.658745765686035
512,100,10000,2021-12-26T17_47_35,0.5474,0.7048,None,0.7411766052246094,0.7411824464797974,-1.0,Pluto,5120000,4.0,4000000.0,opq,0.4577442705631256,mse-sklearn,softmax,8.038190841674805,0.0570493250002073,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0085745677351951,3.4591307640075684
512,100,10000,2021-12-26T17_48_50,0.5477,0.7048,None,0.7411640882492065,0.7412039637565613,-1.0,Pluto,5120000,4.0,4000000.0,opq,0.4577745795249939,mse,softmax,8.03872299194336,0.0574038340000697,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.009691298007965,3.459975242614746
512,100,10000,2021-12-26T17_50_13,0.5923,0.7048,None,0.6256635785102844,0.6256676316261292,-1.0,Pluto,5120000,4.0,4000000.0,opq,0.6088142991065979,kld,softmax,10.691046714782717,0.0562503679998371,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.005502353888005,2.554694890975952
512,100,10000,2021-12-26T17_50_16,0.6552,0.7048,None,0.8614652156829834,0.8614473938941956,-1.0,Pluto,5120000,8.0,8000000.0,pq,0.2635131478309631,mse-sklearn,softmax,4.627407073974609,0.1152276929997242,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0035140211693942,3.923102617263794
512,100,10000,2021-12-26T17_50_21,0.655,0.7048,None,0.8614354133605957,0.8614492416381836,-1.0,Pluto,5120000,8.0,8000000.0,pq,0.2635519802570343,mse,softmax,4.62808895111084,0.1071646310001597,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0038504938129335,3.923201322555542
512,100,10000,2021-12-26T17_50_27,0.6609,0.7048,None,0.7312731742858887,0.7312653064727783,-1.0,Pluto,5120000,8.0,8000000.0,pq,0.4973856508731842,kld,softmax,8.7343111038208,0.1107032400000207,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0046903877519071,2.3127894401550293
512,100,10000,2021-12-26T17_50_47,0.6581,0.7048,None,0.8621659278869629,0.8621928095817566,-1.0,Pluto,5120000,8.0,8000000.0,r2,0.2609801292419433,mse-sklearn,softmax,4.582925796508789,0.1214814679997289,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0047863544896245,3.889942169189453
512,100,10000,2021-12-26T17_51_11,0.6569,0.7048,None,0.8660919666290283,0.8661121129989624,-1.0,Pluto,5120000,8.0,8000000.0,r2,0.2536698579788208,mse,softmax,4.454554080963135,0.1209575829998357,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0067507675848901,3.8882031440734863
512,100,10000,2021-12-26T17_51_34,0.6634,0.7048,None,0.7592176198959351,0.7592142820358276,-1.0,Pluto,5120000,8.0,8000000.0,r2,0.4497572183609009,kld,softmax,7.897934913635254,0.125653179999972,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0038504195399582,2.5038845539093018
512,100,10000,2021-12-26T17_52_59,0.6553,0.7048,None,0.864761471748352,0.8647237420082092,-1.0,Pluto,5120000,8.0,8000000.0,opq,0.2576048374176025,mse-sklearn,softmax,4.523654460906982,0.1219728289997874,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0055383807048201,3.931292772293091
512,100,10000,2021-12-26T17_54_24,0.6561,0.7048,None,0.8647555708885193,0.8647639155387878,-1.0,Pluto,5120000,8.0,8000000.0,opq,0.2575553655624389,mse,softmax,4.522785663604736,0.1155581210000491,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0067465533502399,3.930585861206055
512,100,10000,2021-12-26T17_55_43,0.6634,0.7048,None,0.7503646016120911,0.7503493428230286,-1.0,Pluto,5120000,8.0,8000000.0,opq,0.4761337637901306,kld,softmax,8.36111831665039,0.1239477559997794,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0059570893645286,2.3149895668029785
512,100,10000,2021-12-26T17_55_47,0.6927,0.7048,None,0.9347380995750428,0.9347216486930848,-1.0,Pluto,5120000,16.0,16000000.0,pq,0.1287429183721542,mse-sklearn,softmax,2.260782241821289,0.2284165169999141,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0058533516712486,4.122568607330322
512,100,10000,2021-12-26T17_55_58,0.6928,0.7048,None,0.9347521066665648,0.9347187876701356,-1.0,Pluto,5120000,16.0,16000000.0,pq,0.1287425309419632,mse,softmax,2.260775566101074,0.2317071030001898,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0071331206709146,4.122480392456055
512,100,10000,2021-12-26T17_56_05,0.6906,0.7048,None,0.8411029577255249,0.8411182165145874,-1.0,Pluto,5120000,16.0,16000000.0,pq,0.3913439810276031,kld,softmax,6.872172355651856,0.2261410259998229,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0057773408479988,2.2074763774871826
512,100,10000,2021-12-26T17_56_26,0.6868,0.7048,None,0.9346593618392944,0.9346591234207152,-1.0,Pluto,5120000,16.0,16000000.0,r2,0.1283364742994308,mse-sklearn,softmax,2.2536449432373047,0.2326977140000963,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0034666669089347,4.098852634429932
512,100,10000,2021-12-26T17_56_59,0.6909,0.7048,None,0.9329699873924256,0.9329776763916016,-1.0,Pluto,5120000,16.0,16000000.0,r2,0.1313281953334808,mse,softmax,2.306180953979492,0.2397573290004402,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0038095575291663,4.085682392120361
512,100,10000,2021-12-26T17_57_24,0.6904,0.7048,None,0.8565031886100769,0.8565308451652527,-1.0,Pluto,5120000,16.0,16000000.0,r2,0.3282713890075683,kld,softmax,5.764590263366699,0.2418640999999297,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0072202645242214,2.546541452407837
512,100,10000,2021-12-26T17_58_53,0.6903,0.7048,None,0.93016254901886,0.9301025867462158,-1.0,Pluto,5120000,16.0,16000000.0,opq,0.1375659555196762,mse-sklearn,softmax,2.4157187938690186,0.2351406580000912,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0091883214190602,4.117363929748535
512,100,10000,2021-12-26T18_00_24,0.6899,0.7048,None,0.930092990398407,0.9301316142082214,-1.0,Pluto,5120000,16.0,16000000.0,opq,0.1376484930515289,mse,softmax,2.417168140411377,0.244066333000319,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0089245159178972,4.117645263671875
512,100,10000,2021-12-26T18_01_51,0.6868,0.7048,None,0.8350913524627686,0.8350498676300049,-1.0,Pluto,5120000,16.0,16000000.0,opq,0.3951978981494903,kld,softmax,6.939848899841309,0.2356401789998017,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0041294526308774,2.224595785140991
512,100,10000,2021-12-26T18_01_56,0.7,0.7048,None,0.966950535774231,0.96698260307312,-1.0,Pluto,5120000,32.0,32000000.0,pq,0.065683364868164,mse-sklearn,softmax,1.1534287929534912,0.4682260950003183,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0029885100666433,4.1645708084106445
512,100,10000,2021-12-26T18_02_23,0.7013,0.7048,None,0.9669989943504332,0.9669662117958068,-1.0,Pluto,5120000,32.0,32000000.0,pq,0.0656752586364746,mse,softmax,1.1532864570617676,0.4702407120003045,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.005965479183942,4.163374423980713
512,100,10000,2021-12-26T18_02_34,0.7023,0.7048,None,0.8964381217956543,0.8964536190032959,-1.0,Pluto,5120000,32.0,32000000.0,pq,0.3110642433166504,kld,softmax,5.462425231933594,0.4605985859998327,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0038209329359233,2.3373169898986816
512,100,10000,2021-12-26T18_02_59,0.6978,0.7048,None,0.9700265526771544,0.9700318574905396,-1.0,Pluto,5120000,32.0,32000000.0,r2,0.0595773197710514,mse-sklearn,softmax,1.0462039709091189,0.4689563829997496,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0058754663914442,4.162725448608398
512,100,10000,2021-12-26T18_03_47,0.6973,0.7048,None,0.9691380262374878,0.9691606760025024,-1.0,Pluto,5120000,32.0,32000000.0,r2,0.0613455586135387,mse,softmax,1.0772550106048584,0.4870128190000287,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0068217385560274,4.167259216308594
512,100,10000,2021-12-26T18_04_18,0.7021,0.7048,None,0.9258210062980652,0.9258493781089784,-1.0,Pluto,5120000,32.0,32000000.0,r2,0.2071274369955063,kld,softmax,3.637248992919922,0.4359746709997125,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0054731448180973,2.8172085285186768
512,100,10000,2021-12-26T18_05_48,0.6971,0.7048,None,0.967726469039917,0.9677762985229492,-1.0,Pluto,5120000,32.0,32000000.0,opq,0.0640649050474166,mse-sklearn,softmax,1.1250078678131104,0.4243511300001046,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0073536438867449,4.160750389099121
512,100,10000,2021-12-26T18_07_15,0.6977,0.7048,None,0.967788577079773,0.9677809476852416,-1.0,Pluto,5120000,32.0,32000000.0,opq,0.064046636223793,mse,softmax,1.1246870756149292,0.4207048359999135,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0067562628537416,4.160197734832764
512,100,10000,2021-12-26T18_08_24,0.6987,0.7048,None,0.9009727239608764,0.9010111689567566,-1.0,Pluto,5120000,32.0,32000000.0,opq,0.3012153804302215,kld,softmax,5.289474487304688,0.4236702539997168,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0064854677766561,2.366799831390381
512,100,10000,2021-12-26T18_08_31,0.7022,0.7048,None,0.9847763180732728,0.9847597479820251,-1.0,Pluto,5120000,64.0,64000000.0,pq,0.0305952131748199,mse-sklearn,softmax,0.537265419960022,0.8119461000001138,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.004602144472301,4.207301139831543
512,100,10000,2021-12-26T18_09_17,0.7012,0.7048,None,0.9847866892814636,0.9847789406776428,-1.0,Pluto,5120000,64.0,64000000.0,pq,0.0305854007601737,mse,softmax,0.5370931029319763,0.8146650749999935,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0042108474299311,4.205595970153809
512,100,10000,2021-12-26T18_09_37,0.7041,0.7048,None,0.9519083499908448,0.9519225358963012,-1.0,Pluto,5120000,64.0,64000000.0,pq,0.1747908145189285,kld,softmax,3.069403648376465,0.8161992880000071,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0055896639823913,2.796827793121338
512,100,10000,2021-12-26T18_10_06,0.7019,0.7048,None,0.9851943850517272,0.9852017760276794,-1.0,Pluto,5120000,64.0,64000000.0,r2,0.0297319050878286,mse-sklearn,softmax,0.52210533618927,0.8146695310001633,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0035460093058645,4.206487655639648
512,100,10000,2021-12-26T18_11_13,0.7014,0.7048,None,0.985335648059845,0.9853561520576476,-1.0,Pluto,5120000,64.0,64000000.0,r2,0.0294234696775674,mse,softmax,0.5166890621185303,0.8214244470000267,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0030442969873547,4.201749324798584
512,100,10000,2021-12-26T18_11_49,0.705,0.7048,None,0.9614218473434448,0.9614301919937134,-1.0,Pluto,5120000,64.0,64000000.0,r2,0.1115044504404068,kld,softmax,1.9580671787261963,0.8149827429997458,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0052626011893153,3.2354774475097656
512,100,10000,2021-12-26T18_13_09,0.704,0.7048,None,0.9846245050430298,0.984592080116272,-1.0,Pluto,5120000,64.0,64000000.0,opq,0.0309330988675355,mse-sklearn,softmax,0.543198823928833,0.8337423770003625,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0045911562629044,4.207693576812744
512,100,10000,2021-12-26T18_14_55,0.7034,0.7048,None,0.9845831394195556,0.9845834970474244,-1.0,Pluto,5120000,64.0,64000000.0,opq,0.0309213586151599,mse,softmax,0.5429926514625549,0.818561578000299,CIFAR-100 Softmax,0,0.0052466886118054,4.190517902374268,0.0053277486003935,4.206984996795654
512,100,10000,2021-12-26T18_16_12,0.706,0.7048,None,0.9534398913383484,0.9534451365470886,-1.0,Pluto,5120000,64.0,64000000.0,opq,0.16893145442008972,kld,softmax,2.966510772705078,0.8202411009997377,CIFAR-100 Softmax,0,0.005246688611805439,4.190517902374268,0.007014301139861345,2.8250982761383057
