D,M,N,__pyience_timestamp__,acc_amm,acc_orig,activation,corr,cossim,lut_work_const,method,muls,ncodebooks,nlookups,nonzeros_heuristic,normalized_mse,objective,problem,raw_mse,secs,task_id,trial,y_mean,y_std,yhat_mean,yhat_std
512,10,10000,2021-12-26T17_09_42,0.9117,0.9359,None,0.9307503700256348,0.9307107329368592,-1.0,Pluto,5120000,2.0,200000.0,r2,0.1342081576585769,mse,softmax,1.8161332607269287,0.004491723000001,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0844382643699646,3.4970736503601074
512,10,10000,2021-12-26T17_10_00,0.9087,0.9359,None,0.918249249458313,0.918243646621704,-1.0,Pluto,5120000,2.0,200000.0,r2,0.1611857116222381,kld,softmax,2.181199312210083,0.0044218360000058,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0749363228678703,3.619279146194458
512,10,10000,2021-12-26T17_11_08,0.9167,0.9359,None,0.9381955862045288,0.9381518363952636,-1.0,Pluto,5120000,2.0,200000.0,opq,0.1202023401856422,mse-sklearn,softmax,1.626603603363037,0.0044533700000215,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0826745703816413,3.516034841537476
512,10,10000,2021-12-26T17_12_09,0.9167,0.9359,None,0.9381777048110962,0.9381450414657592,-1.0,Pluto,5120000,2.0,200000.0,opq,0.1201920583844184,mse,softmax,1.6264644861221311,0.0044542059999912,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0789970010519027,3.512784719467163
512,10,10000,2021-12-26T17_13_09,0.9158,0.9359,None,0.9193720817565918,0.9193640351295472,-1.0,Pluto,5120000,2.0,200000.0,opq,0.1595980823040008,kld,softmax,2.159715175628662,0.0045779619999848,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0760302171111106,3.636372327804565
512,10,10000,2021-12-26T17_13_11,0.9244,0.9359,None,0.9509227871894836,0.9509338140487672,-1.0,Pluto,5120000,4.0,400000.0,pq,0.0959881544113159,mse-sklearn,softmax,1.2989320755004885,0.0091037710000136,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0469377338886261,3.5559210777282715
512,10,10000,2021-12-26T17_13_13,0.9242,0.9359,None,0.950821816921234,0.9508310556411744,-1.0,Pluto,5120000,4.0,400000.0,pq,0.0960793197154998,mse,softmax,1.300165772438049,0.0091091599999799,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0533773638308048,3.5401132106781006
512,10,10000,2021-12-26T17_13_15,0.9239,0.9359,None,0.9299506545066832,0.929957926273346,-1.0,Pluto,5120000,4.0,400000.0,pq,0.1360357403755188,kld,softmax,1.8408644199371336,0.0090021460000002,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0480751693248748,3.527834177017212
512,10,10000,2021-12-26T17_13_32,0.9187,0.9359,None,0.9504539370536804,0.9504578709602356,-1.0,Pluto,5120000,4.0,400000.0,r2,0.096739187836647,mse-sklearn,softmax,1.30909526348114,0.0084168380000164,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.037788551300764,3.5317623615264893
512,10,10000,2021-12-26T17_13_50,0.9145,0.9359,None,0.9407938718795776,0.9407954812049866,-1.0,Pluto,5120000,4.0,400000.0,r2,0.1150632351636886,mse,softmax,1.5570601224899292,0.0085529049999877,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0513898283243179,3.506058931350708
512,10,10000,2021-12-26T17_14_07,0.9202,0.9359,None,0.9274016618728638,0.927413284778595,-1.0,Pluto,5120000,4.0,400000.0,r2,0.141406625509262,kld,softmax,1.9135445356369016,0.0085770320000051,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0474879257380962,3.553166389465332
512,10,10000,2021-12-26T17_15_16,0.915,0.9359,None,0.9456109404563904,0.945614218711853,-1.0,Pluto,5120000,4.0,400000.0,opq,0.1059139668941497,mse-sklearn,softmax,1.4332503080368042,0.0085174069999993,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0408753082156181,3.5123443603515625
512,10,10000,2021-12-26T17_16_17,0.9169,0.9359,None,0.9455775618553162,0.9455894231796264,-1.0,Pluto,5120000,4.0,400000.0,opq,0.1059660762548446,mse,softmax,1.433955430984497,0.0084849110000959,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.042815513908863,3.513221263885498
512,10,10000,2021-12-26T17_17_19,0.9205,0.9359,None,0.9070783853530884,0.9070935249328612,-1.0,Pluto,5120000,4.0,400000.0,opq,0.1801282912492752,kld,softmax,2.43753433227539,0.0084660299999086,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0430139265954494,3.5356695652008057
512,10,10000,2021-12-26T17_17_21,0.9248,0.9359,None,0.9639707207679749,0.9639562368392944,-1.0,Pluto,5120000,8.0,800000.0,pq,0.0708120986819267,mse-sklearn,softmax,0.9582443833351136,0.0163928299999724,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0209831241518259,3.5553486347198486
512,10,10000,2021-12-26T17_17_23,0.9249,0.9359,None,0.9653952717781068,0.9653995037078856,-1.0,Pluto,5120000,8.0,800000.0,pq,0.0680133551359176,mse,softmax,0.920371115207672,0.0163141470000027,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0491704940795898,3.557025194168091
512,10,10000,2021-12-26T17_17_25,0.9254,0.9359,None,0.9355736970901488,0.9355835318565368,-1.0,Pluto,5120000,8.0,800000.0,pq,0.1260975450277328,kld,softmax,1.706378698348999,0.0166385520000176,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0458709336817264,3.579089641571045
512,10,10000,2021-12-26T17_17_43,0.9279,0.9359,None,0.9659392833709716,0.9659435153007508,-1.0,Pluto,5120000,8.0,800000.0,r2,0.0669616386294364,mse-sklearn,softmax,0.906139075756073,0.0164499910000586,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0487495549023151,3.5548019409179688
512,10,10000,2021-12-26T17_18_01,0.9269,0.9359,None,0.9642652869224548,0.9642455577850342,-1.0,Pluto,5120000,8.0,800000.0,r2,0.0702403634786605,mse,softmax,0.9505075216293336,0.0166867740000498,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.066666692495346,3.5499072074890137
512,10,10000,2021-12-26T17_18_19,0.929,0.9359,None,0.939746916294098,0.9397500157356262,-1.0,Pluto,5120000,8.0,800000.0,r2,0.1198457479476928,kld,softmax,1.621778130531311,0.016532815000005,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0449467301368713,3.657107830047608
512,10,10000,2021-12-26T17_19_27,0.9287,0.9359,None,0.9668506383895874,0.966852605342865,-1.0,Pluto,5120000,8.0,800000.0,opq,0.0652345865964889,mse-sklearn,softmax,0.8827682733535767,0.0169797109999763,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0435115098953247,3.577852725982666
512,10,10000,2021-12-26T17_20_29,0.929,0.9359,None,0.9669129252433776,0.9669151306152344,-1.0,Pluto,5120000,8.0,800000.0,opq,0.0651124343276023,mse,softmax,0.8811152577400208,0.0170136469999988,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0435195602476596,3.5773653984069824
512,10,10000,2021-12-26T17_21_31,0.9302,0.9359,None,0.9443545937538148,0.9443566799163818,-1.0,Pluto,5120000,8.0,800000.0,opq,0.1102992743253707,kld,softmax,1.4925931692123413,0.0175760479999098,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0590936616063118,3.641941785812378
512,10,10000,2021-12-26T17_21_33,0.931,0.9359,None,0.9776813983917236,0.9776686429977416,-1.0,Pluto,5120000,16.0,1600000.0,pq,0.0441687665879726,mse-sklearn,softmax,0.5977011322975159,0.0342652299999599,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0666112229228019,3.5975277423858643
512,10,10000,2021-12-26T17_21_37,0.9312,0.9359,None,0.9779356122016908,0.977937877178192,-1.0,Pluto,5120000,16.0,1600000.0,pq,0.0436403267085552,mse,softmax,0.5905501842498779,0.0313893780000853,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0474946089088916,3.60148549079895
512,10,10000,2021-12-26T17_21_40,0.9324,0.9359,None,0.9491557478904724,0.9491586685180664,-1.0,Pluto,5120000,16.0,1600000.0,pq,0.1025909855961799,kld,softmax,1.3882830142974854,0.0320894110000153,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0409183055162429,3.7086760997772217
512,10,10000,2021-12-26T17_21_58,0.932,0.9359,None,0.9801428318023682,0.9801480770111084,-1.0,Pluto,5120000,16.0,1600000.0,r2,0.0393255986273288,mse-sklearn,softmax,0.5321623682975769,0.0323735279999937,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0443205088376998,3.611662149429321
512,10,10000,2021-12-26T17_22_18,0.9324,0.9359,None,0.9802443385124208,0.9802497029304504,-1.0,Pluto,5120000,16.0,1600000.0,r2,0.0391229912638664,mse,softmax,0.5294206142425537,0.0329539760000443,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0489129647612571,3.601041793823242
512,10,10000,2021-12-26T17_22_36,0.9316,0.9359,None,0.9519441723823548,0.9519498348236084,-1.0,Pluto,5120000,16.0,1600000.0,r2,0.0992371141910553,kld,softmax,1.342897653579712,0.0340141249999987,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0431230142712593,3.7729787826538086
512,10,10000,2021-12-26T17_23_46,0.9324,0.9359,None,0.9769485592842102,0.9769428372383118,-1.0,Pluto,5120000,16.0,1600000.0,opq,0.0455793030560016,mse-sklearn,softmax,0.6167888045310974,0.0321806809999998,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0346308015286922,3.595458507537842
512,10,10000,2021-12-26T17_24_49,0.9328,0.9359,None,0.97770357131958,0.9777057766914368,-1.0,Pluto,5120000,16.0,1600000.0,opq,0.0440993718802928,mse,softmax,0.5967620611190796,0.0315136960000472,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0399949848651886,3.5987863540649414
512,10,10000,2021-12-26T17_25_51,0.9331,0.9359,None,0.9456368088722228,0.9456493258476256,-1.0,Pluto,5120000,16.0,1600000.0,opq,0.1100930050015449,kld,softmax,1.4898018836975098,0.0332394160000149,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0494704842567443,3.7206027507781982
512,10,10000,2021-12-26T17_25_54,0.9335,0.9359,None,0.9864845275878906,0.9864866137504578,-1.0,Pluto,5120000,32.0,3200000.0,pq,0.026902861893177,mse-sklearn,softmax,0.3640552461147308,0.0664468840000154,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0478895455598831,3.6553351879119873
512,10,10000,2021-12-26T17_26_01,0.933,0.9359,None,0.9867037534713744,0.986706554889679,-1.0,Pluto,5120000,32.0,3200000.0,pq,0.0264272950589656,mse,softmax,0.3576197624206543,0.0664444450001155,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0449289791285991,3.644780397415161
512,10,10000,2021-12-26T17_26_04,0.9325,0.9359,None,0.9531631469726562,0.9531588554382324,-1.0,Pluto,5120000,32.0,3200000.0,pq,0.0996200069785118,kld,softmax,1.3480790853500366,0.0639050219999717,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0352443978190422,3.8378982543945312
512,10,10000,2021-12-26T17_26_26,0.9326,0.9359,None,0.9893491864204408,0.9893451929092408,-1.0,Pluto,5120000,32.0,3200000.0,r2,0.0211962815374135,mse-sklearn,softmax,0.2868325710296631,0.0662693420001687,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.036110732704401,3.643036365509033
512,10,10000,2021-12-26T17_26_50,0.9335,0.9359,None,0.9891983270645142,0.9891987442970276,-1.0,Pluto,5120000,32.0,3200000.0,r2,0.0214871745556592,mse,softmax,0.2907690107822418,0.0696195079999597,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0425299331545829,3.636634349822998
512,10,10000,2021-12-26T17_27_12,0.9332,0.9359,None,0.9625699520111084,0.9625829458236694,-1.0,Pluto,5120000,32.0,3200000.0,r2,0.082169160246849,kld,softmax,1.1119304895401,0.0720813320001525,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.050827357918024,3.884244680404663
512,10,10000,2021-12-26T17_28_26,0.932,0.9359,None,0.985633134841919,0.9856294393539428,-1.0,Pluto,5120000,32.0,3200000.0,opq,0.0285459458827972,mse-sklearn,softmax,0.3862898051738739,0.0658670199998141,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0430631972849369,3.638253688812256
512,10,10000,2021-12-26T17_29_52,0.9318,0.9359,None,0.9859461784362792,0.9859521389007568,-1.0,Pluto,5120000,32.0,3200000.0,opq,0.0279281344264745,mse,softmax,0.3779294490814209,0.0783699170001455,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0496078953146934,3.6454126834869385
512,10,10000,2021-12-26T17_31_12,0.9335,0.9359,None,0.9533608555793762,0.9533628821372986,-1.0,Pluto,5120000,32.0,3200000.0,opq,0.097736932337284,kld,softmax,1.3225969076156616,0.0738288370000646,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0558873452246189,3.806504726409912
512,10,10000,2021-12-26T17_31_19,0.934,0.9359,None,0.9931250810623168,0.9931254982948304,-1.0,Pluto,5120000,64.0,6400000.0,pq,0.0137218069285154,mse-sklearn,softmax,0.1856864094734192,0.1339562950001891,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0378999225795269,3.667123556137085
512,10,10000,2021-12-26T17_31_35,0.9342,0.9359,None,0.993329644203186,0.9933289885520936,-1.0,Pluto,5120000,64.0,6400000.0,pq,0.0132987452670931,mse,softmax,0.1799614429473877,0.1364689090000865,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0475055016577243,3.6519615650177
512,10,10000,2021-12-26T17_31_42,0.9344,0.9359,None,0.9599934220314026,0.9599940776824952,-1.0,Pluto,5120000,64.0,6400000.0,pq,0.092572420835495,kld,softmax,1.2527096271514893,0.1318962060001922,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0406489484012126,3.969141721725464
512,10,10000,2021-12-26T17_32_14,0.9345,0.9359,None,0.9950583577156068,0.9950571060180664,-1.0,Pluto,5120000,64.0,6400000.0,r2,0.0098629109561443,mse-sklearn,softmax,0.1334670037031173,0.1366708620000736,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0385637022554874,3.661457300186157
512,10,10000,2021-12-26T17_32_53,0.9345,0.9359,None,0.9953553676605223,0.9953565001487732,-1.0,Pluto,5120000,64.0,6400000.0,r2,0.0092693855985999,mse,softmax,0.1254352927207946,0.1390412539999488,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0419099815189838,3.6605570316314697
512,10,10000,2021-12-26T17_33_25,0.9345,0.9359,None,0.972074568271637,0.9720792770385742,-1.0,Pluto,5120000,64.0,6400000.0,r2,0.0699300244450569,kld,softmax,0.946307897567749,0.1343622310000682,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0471191070973873,4.024392127990723
512,10,10000,2021-12-26T17_35_02,0.9329,0.9359,None,0.9931026101112366,0.9931091070175172,-1.0,Pluto,5120000,64.0,6400000.0,opq,0.0137497698888182,mse-sklearn,softmax,0.1860648095607757,0.1383564989998831,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0477679595351219,3.66267728805542
512,10,10000,2021-12-26T17_36_31,0.9348,0.9359,None,0.9933348298072816,0.9933348298072816,-1.0,Pluto,5120000,64.0,6400000.0,opq,0.013289769180119,mse,softmax,0.1798399835824966,0.1341165680000813,CIFAR-10 Softmax,0,0.0458060577511787,3.67861557006836,0.0504984185099601,3.660804748535156
512,10,10000,2021-12-26T17_37_53,0.934,0.9359,None,0.9606228470802307,0.960629940032959,-1.0,Pluto,5120000,64.0,6400000.0,opq,0.09331557154655457,kld,softmax,1.2627661228179932,0.13738632600006895,CIFAR-10 Softmax,0,0.04580605775117874,3.6786155700683594,0.049940817058086395,4.00068473815918
