D,M,N,__pyience_timestamp__,acc_amm,acc_orig,alpha,bias,canCheat,corr,cossim,d,lut_work_const,method,muls,ncentroids,ncodebooks,nlookups,nnz,normalized_mse,problem,r,raw_mse,secs,sparsity,task_id,trial,y_mean,y_std,yhat_mean,yhat_std
512,100,10000,2020-01-05T14_14_55,0.0159,0.7048,,,,0.3338628113269806,0.33386480808258057,4.0,,Rademacher,24480000.0,,,,,0.9865474700927734,,,17.324207305908207,0.008329645002959296,,CIFAR-100 Softmax,5,0.005246688611805439,4.1905179023742685,0.0002559624263085425,0.08714933693408966
512,100,10000,2020-01-05T14_14_55,0.0141,0.7048,,,,0.4003764986991882,0.4003780782222748,4.0,,Rademacher,24480000.0,,,,,0.9839421510696412,,,17.278457641601562,0.009542048996081576,,CIFAR-100 Softmax,6,0.005246688611805439,4.1905179023742685,0.00026459916261956096,0.08626021444797516
512,100,10000,2020-01-05T14_14_55,0.0106,0.7048,,,,0.36521270871162415,0.3652146756649017,4.0,,Rademacher,24480000.0,,,,,0.9868656992912292,,,17.329795837402347,0.008376504003535956,,CIFAR-100 Softmax,7,0.005246688611805439,4.1905179023742685,0.00027548495563678443,0.07731352001428604
512,100,10000,2020-01-05T14_14_55,0.0119,0.7048,,,,0.3904499113559723,0.3904508054256439,4.0,,Rademacher,24480000.0,,,,,0.9809627532958984,,,17.226137161254886,0.009005364991026,,CIFAR-100 Softmax,8,0.005246688611805439,4.1905179023742685,0.0005205763736739755,0.10557322949171066
512,100,10000,2020-01-05T14_14_55,0.018000000000000002,0.7048,,,,0.34116655588150024,0.3411650061607361,4.0,,Rademacher,24480000.0,,,,,0.9866341352462769,,,17.325729370117188,0.010526439000386743,,CIFAR-100 Softmax,9,0.005246688611805439,4.1905179023742685,-9.271234011976048e-05,0.08459970355033875
512,100,10000,2020-01-05T14_14_56,0.0359,0.7048,,,,0.4792394638061523,0.4792391061782837,8.0,,Rademacher,48960000.0,,,,,0.9683984518051147,,,17.005502700805664,0.00853591799386777,,CIFAR-100 Softmax,0,0.005246688611805439,4.1905179023742685,2.792383747873828e-05,0.14328224956989288
512,100,10000,2020-01-05T14_14_56,0.0359,0.7048,,,,0.4759678244590759,0.4759636223316193,8.0,,Rademacher,48960000.0,,,,,0.9683625102043152,,,17.004871368408207,0.00839387602172792,,CIFAR-100 Softmax,1,0.005246688611805439,4.1905179023742685,-0.0003316609072498977,0.1445164978504181
512,100,10000,2020-01-05T14_14_56,0.0305,0.7048,,,,0.4772161245346069,0.4772174954414368,8.0,,Rademacher,48960000.0,,,,,0.9652875661849976,,,16.950874328613278,0.008603261987445876,,CIFAR-100 Softmax,2,0.005246688611805439,4.1905179023742685,0.0003980666515417397,0.15871338546276093
512,100,10000,2020-01-05T14_14_56,0.037000000000000005,0.7048,,,,0.5102179050445557,0.5102089643478394,8.0,,Rademacher,48960000.0,,,,,0.9683812856674194,,,17.00520133972168,0.00852498400490731,,CIFAR-100 Softmax,3,0.005246688611805439,4.1905179023742685,-0.0005079238908365369,0.13405625522136688
512,100,10000,2020-01-05T14_14_56,0.0352,0.7048,,,,0.476096898317337,0.4760776460170746,8.0,,Rademacher,48960000.0,,,,,0.9708730578422546,,,17.048957824707028,0.0082712959847413,,CIFAR-100 Softmax,4,0.005246688611805439,4.1905179023742685,0.0015680883079767227,0.1325954794883728
512,100,10000,2020-01-05T14_14_56,0.0276,0.7048,,,,0.43142399191856384,0.4314199388027191,8.0,,Rademacher,48960000.0,,,,,0.9774484634399414,,,17.164424896240234,0.00874396800645627,,CIFAR-100 Softmax,5,0.005246688611805439,4.1905179023742685,-0.00024200562620535493,0.11306942999362946
512,100,10000,2020-01-05T14_14_56,0.0289,0.7048,,,,0.4615882933139801,0.4615863263607025,8.0,,Rademacher,48960000.0,,,,,0.9726802110671996,,,17.080692291259766,0.008417343982728198,,CIFAR-100 Softmax,6,0.005246688611805439,4.1905179023742685,0.0008448244770988822,0.128270223736763
512,100,10000,2020-01-05T14_14_56,0.0281,0.7048,,,,0.4823360443115234,0.482337087392807,8.0,,Rademacher,48960000.0,,,,,0.9696221351623536,,,17.02699089050293,0.010754729009931907,,CIFAR-100 Softmax,7,0.005246688611805439,4.1905179023742685,0.0002892972552217543,0.1365833431482315
512,100,10000,2020-01-05T14_14_56,0.0293,0.7048,,,,0.4518486559391022,0.4518486857414246,8.0,,Rademacher,48960000.0,,,,,0.9784128665924072,,,17.181360244750973,0.010680120001779873,,CIFAR-100 Softmax,8,0.005246688611805439,4.1905179023742685,4.5275941374711686e-05,0.10290583968162537
512,100,10000,2020-01-05T14_14_56,0.0383,0.7048,,,,0.4499578475952149,0.4499592483043671,8.0,,Rademacher,48960000.0,,,,,0.9688323736190796,,,17.01312255859375,0.010155224008485677,,CIFAR-100 Softmax,9,0.005246688611805439,4.1905179023742685,0.0004762150638271123,0.151204451918602
512,100,10000,2020-01-05T14_14_57,0.0717,0.7048,,,,0.6535738110542297,0.6535672545433044,16.0,,Rademacher,97920000.0,,,,,0.9309865832328796,,,16.348533630371097,0.009566660999553278,,CIFAR-100 Softmax,0,0.005246688611805439,4.1905179023742685,0.0014909302117303016,0.23099127411842346
512,100,10000,2020-01-05T14_14_57,0.0478,0.7048,,,,0.6188822388648987,0.6188821196556091,16.0,,Rademacher,97920000.0,,,,,0.9399144053459167,,,16.50531005859375,0.00897341500967741,,CIFAR-100 Softmax,1,0.005246688611805439,4.1905179023742685,0.0007520430954173207,0.21210072934627533
512,100,10000,2020-01-05T14_14_57,0.052000000000000005,0.7048,,,,0.5768192410469055,0.5768164992332458,16.0,,Rademacher,97920000.0,,,,,0.9428642988204956,,,16.557111740112305,0.009249732014723122,,CIFAR-100 Softmax,2,0.005246688611805439,4.1905179023742685,0.0012417834950610993,0.2173159122467041
512,100,10000,2020-01-05T14_14_57,0.0475,0.7048,,,,0.6040306687355042,0.6040282845497131,16.0,,Rademacher,97920000.0,,,,,0.9480284452438354,,,16.647796630859375,0.009541103994706646,,CIFAR-100 Softmax,3,0.005246688611805439,4.1905179023742685,-0.00023057076032273471,0.1872093379497528
512,100,10000,2020-01-05T14_14_57,0.0661,0.7048,,,,0.6253697276115417,0.6253625750541687,16.0,,Rademacher,97920000.0,,,,,0.9340289235115052,,,16.401958465576172,0.008955122990300879,,CIFAR-100 Softmax,4,0.005246688611805439,4.1905179023742685,-0.0007059331401251255,0.2312414348125457
