D,M,N,__pyience_timestamp__,acc_amm,acc_orig,corr,cossim,d,lut_work_const,method,muls,ncodebooks,nlookups,normalized_mse,problem,raw_mse,secs,task_id,trial,y_mean,y_std,yhat_mean,yhat_std
320,3,375,2020-01-28T01_36_35,0.408,0.408,1.0,1.0000000000000004,,,Exact,360000.0,,,0.0,softmax,0.0,0.00019753401284106078,ucr SmallKitchenAppliances k=128,0,-1.2895963272958737,5.867677716420668,-1.2895963272958737,5.867677716420668
320,24,16800,2020-01-28T01_36_35,0.5789880952380952,0.5789880952380952,0.9999999999999996,0.9999999999999996,,,Exact,129024000.0,,,0.0,softmax,0.0,0.026450609002495185,ucr Crop k=128,0,-4.694903638085303,3.4893586066764333,-4.694903638085303,3.4893586066764333
320,10,2439,2020-01-28T01_36_35,0.8072980729807298,0.8072980729807298,0.9999999999999998,1.0000000000000004,,,Exact,7804800.0,,,0.0,softmax,0.0,0.0011646139901131392,ucr MelbournePedestrian k=128,0,-5.734223674501628,6.3251799532832464,-5.734223674501628,6.3251799532832464
320,6,450,2020-01-28T01_36_35,0.4311111111111111,0.4311111111111111,0.9999999999999998,1.0000000000000002,,,Exact,864000.0,,,0.0,softmax,0.0,0.00021145201753824952,ucr SemgHandMovementCh2 k=128,0,-4.142383833914403,3.8420949719247286,-4.142383833914403,3.8420949719247286
320,8,3582,2020-01-28T01_36_35,0.5086543830262423,0.5086543830262423,0.9999999999999996,1.0000000000000024,,,Exact,9169920.0,,,0.0,softmax,0.0,0.001428860006853938,ucr UWaveGestureLibraryZ k=128,0,-134299.0346307029,9323758.083814867,-134299.0346307029,9323758.083814867
320,42,1965,2020-01-28T01_36_35,0.8936386768447837,0.8936386768447837,1.0000000000000004,1.0,,,Exact,26409600.0,,,0.0,softmax,0.0,0.0011837260099127887,ucr NonInvasiveFetalECGThorax1 k=128,0,-8.509164834066937,4.208044498001076,-8.509164834066937,4.208044498001076
320,39,1896,2020-01-28T01_36_35,0.08702531645569621,0.08702531645569621,0.9999999999999998,1.0000000000000004,,,Exact,23662080.0,,,0.0,softmax,0.0,0.0010256569948978722,ucr Phoneme k=128,0,-1.6082883930903975,4.6186669296000025,-1.6082883930903975,4.6186669296000025
320,5,450,2020-01-28T01_36_35,0.8155555555555556,0.8155555555555556,1.0,1.0000000000000004,,,Exact,720000.0,,,0.0,softmax,0.0,0.0001979320077225566,ucr SemgHandSubjectCh2 k=128,0,-4.303233135193161,4.775562539087409,-4.303233135193161,4.775562539087409
320,3,154,2020-01-28T01_36_35,0.5909090909090909,0.5909090909090909,1.0000000000000002,0.9999999999999996,,,Exact,147840.0,,,0.0,softmax,0.0,0.00015191998681984842,ucr MiddlePhalanxOutlineAgeGroup k=128,0,-1.074213395940537,1.6475702968148822,-1.074213395940537,1.6475702968148822
320,26,130,2020-01-28T01_36_35,0.3692307692307693,0.3692307692307693,1.0,1.0,,,Exact,1081600.0,,,0.0,softmax,0.0,0.00016365599003620446,ucr GestureMidAirD1 k=128,0,0.16932788907260504,3.565261433867302,0.16932788907260504,3.565261433867302
320,1,276,2020-01-28T01_36_35,0.4166666666666667,0.4166666666666667,0.9999999999999998,0.9999999999999998,,,Exact,88320.0,,,0.0,softmax,0.0,0.0001572800101712346,ucr DistalPhalanxOutlineCorrect k=128,0,0.7263405500771258,1.6443523449177282,0.7263405500771258,1.6443523449177282
320,6,139,2020-01-28T01_36_35,0.6330935251798561,0.6330935251798561,1.0,1.0,,,Exact,266880.0,,,0.0,softmax,0.0,6.426798063330351e-05,ucr DistalPhalanxTW k=128,0,-3.5528525708082537,3.4425361023312657,-3.5528525708082537,3.4425361023312657
320,14,2050,2020-01-28T01_36_35,0.7453658536585366,0.7453658536585366,1.0000000000000002,0.9999999999999998,,,Exact,9184000.0,,,0.0,softmax,0.0,0.0008882620022632182,ucr FacesUCR k=128,0,-6.633345961321576,4.758575246168277,-6.633345961321576,4.758575246168277
320,5,4500,2020-01-28T01_36_35,0.9395555555555556,0.9395555555555556,1.0,1.0,,,Exact,7200000.0,,,0.0,softmax,0.0,0.007521273015299813,ucr ECG5000 k=128,0,-5.278438842859699,6.7521987302680815,-5.278438842859699,6.7521987302680815
320,6,172,2020-01-28T01_36_35,0.5348837209302325,0.5348837209302325,1.0,1.0,,,Exact,330240.0,,,0.0,softmax,0.0,0.00012859597336500883,ucr GesturePebbleZ1 k=128,0,-1.7911075928055111,4.807535953746585,-1.7911075928055111,4.807535953746585
320,1,370,2020-01-28T01_36_35,0.35945945945945945,0.35945945945945945,1.0,1.0,,,Exact,118400.0,,,0.0,softmax,0.0,0.000778623012593016,ucr HandOutlines k=128,0,0.4701704500678731,2.286091656497544,0.4701704500678731,2.286091656497544
320,1,316,2020-01-28T01_36_35,0.5253164556962026,0.5253164556962026,1.0000000000000004,1.0000000000000004,,,Exact,101120.0,,,0.0,softmax,0.0,0.00015536800492554906,ucr GunPointMaleVersusFemale k=128,0,0.9949211934719756,3.586886932202076,0.9949211934719756,3.586886932202076
320,10,700,2020-01-28T01_36_35,0.26,0.26,1.0,1.0000000000000002,,,Exact,2240000.0,,,0.0,softmax,0.0,0.0003821059945039451,ucr AllGestureWiimoteZ k=128,0,-0.9224246531636896,2.1913471573077112,-0.9224246531636896,2.1913471573077112
320,1,810,2020-01-28T01_36_35,0.4950617283950618,0.4950617283950618,0.9999999999999996,1.0,,,Exact,259200.0,,,0.0,softmax,0.0,0.000279492000117898,ucr FordB k=128,0,0.01352339748479759,0.29462189720603243,0.01352339748479759,0.29462189720603243
320,50,455,2020-01-28T01_36_35,0.5186813186813187,0.5186813186813187,0.9999999999999998,0.9999999999999998,,,Exact,7280000.0,,,0.0,softmax,0.0,0.00029243199969641864,ucr FiftyWords k=128,0,-7.019353768932638,3.811431361498372,-7.019353768932638,3.811431361498372
320,11,1980,2020-01-28T01_36_35,0.6035353535353535,0.6035353535353535,1.0,1.0000000000000004,,,Exact,6969600.0,,,0.0,softmax,0.0,0.002491702995030209,ucr InsectWingbeatSound k=128,0,-6.173792824260977,5.11921166350647,-6.173792824260977,5.11921166350647
320,10,760,2020-01-28T01_36_35,0.5513157894736842,0.5513157894736842,0.9999999999999996,1.0,,,Exact,2432000.0,,,0.0,softmax,0.0,0.0003290869935881346,ucr MedicalImages k=128,0,-6.561665850882885,5.7583354315186215,-6.561665850882885,5.7583354315186215
320,3,205,2020-01-28T01_36_35,0.8536585365853658,0.8536585365853658,1.0,0.9999999999999998,,,Exact,196800.0,,,0.0,softmax,0.0,0.00013295101234689355,ucr ProximalPhalanxOutlineAgeGroup k=128,0,-1.3260837200000757,2.692816906984799,-1.3260837200000757,2.692816906984799
320,12,362,2020-01-28T01_36_35,0.2403314917127072,0.2403314917127072,1.0,1.0,,,Exact,1390080.0,,,0.0,softmax,0.0,0.0004755739937536418,ucr EOGHorizontalSignal k=128,0,-0.6221869863105663,1.962034048390094,-0.6221869863105663,1.962034048390094
320,4,4000,2020-01-28T01_36_35,0.7415,0.7415,0.9999999999999998,1.0,,,Exact,5120000.0,,,0.0,softmax,0.0,0.0052626040123868725,ucr TwoPatterns k=128,0,0.009564876145749544,2.216883765805109,0.009564876145749544,2.216883765805109
320,3,3840,2020-01-28T01_36_35,0.6341145833333334,0.6341145833333334,1.0000000000000004,1.0,,,Exact,3686400.0,,,0.0,softmax,0.0,0.0013781000161543489,ucr ChlorineConcentration k=128,0,-0.968792347915758,1.924148980293972,-0.968792347915758,1.924148980293972
320,1,858,2020-01-28T01_36_35,0.3869463869463869,0.3869463869463869,1.0000000000000004,1.0,,,Exact,274560.0,,,0.0,softmax,0.0,0.00023704400518909097,ucr PhalangesOutlinesCorrect k=128,0,0.767284894512878,0.9388147367292424,0.767284894512878,0.9388147367292424
320,3,139,2020-01-28T01_36_35,0.6618705035971223,0.6618705035971223,1.0,1.0,,,Exact,133440.0,,,0.0,softmax,0.0,9.140200563706458e-05,ucr DistalPhalanxOutlineAgeGroup k=128,0,-1.1923072581567231,2.2130322547288643,-1.1923072581567231,2.2130322547288643
320,12,362,2020-01-28T01_36_35,0.27624309392265195,0.27624309392265195,0.9999999999999998,1.0,,,Exact,1390080.0,,,0.0,softmax,0.0,0.0005428029980976135,ucr EOGVerticalSignal k=128,0,-1.2946600485710278,4.112125999072546,-1.2946600485710278,4.112125999072546
320,12,390,2020-01-28T01_36_35,0.18461538461538465,0.18461538461538465,0.9999999999999998,1.0000000000000004,,,Exact,1497600.0,,,0.0,softmax,0.0,0.0005364480020944028,ucr CricketZ k=128,0,-0.03059487661092903,2.030362296501424,-0.03059487661092903,2.030362296501424
320,3,375,2020-01-28T01_36_35,0.368,0.368,1.0,1.0,,,Exact,360000.0,,,0.0,softmax,0.0,0.000181223003892228,ucr RefrigerationDevices k=128,0,-0.3047611363722362,5.227231926977327,-0.3047611363722362,5.227231926977327
320,11,537,2020-01-28T01_36_35,0.3426443202979516,0.3426443202979516,0.9999999999999996,0.9999999999999998,,,Exact,1890240.0,,,0.0,softmax,0.0,0.00026409397833049303,ucr PLAID k=128,0,-3.153447716764122,3.5212500793051533,-3.153447716764122,3.5212500793051533
320,5,2425,2020-01-28T01_36_35,0.8078350515463918,0.8078350515463918,1.0,1.0,,,Exact,3880000.0,,,0.0,softmax,0.0,0.003201448998879641,ucr MixedShapesRegularTrain k=128,0,-3.3340536406421397,4.794309090471388,-3.3340536406421397,4.794309090471388
320,25,638,2020-01-28T01_36_35,0.4200626959247649,0.4200626959247649,1.0,1.0,,,Exact,5104000.0,,,0.0,softmax,0.0,0.0009754599886946381,ucr WordSynonyms k=128,0,-5.9867941416105,3.790568829675925,-5.9867941416105,3.790568829675925
320,1,600,2020-01-28T01_36_35,0.65,0.65,1.0,1.0,,,Exact,192000.0,,,0.0,softmax,0.0,0.00019741299911402169,ucr SemgHandGenderCh2 k=128,0,-0.6401792121459695,3.822885186637173,-0.6401792121459695,3.822885186637173
320,3,375,2020-01-28T01_36_35,0.37866666666666665,0.37866666666666665,1.0,0.9999999999999998,,,Exact,360000.0,,,0.0,softmax,0.0,0.00016780101577751338,ucr LargeKitchenAppliances k=128,0,-0.7316792220432471,4.672754022852203,-0.7316792220432471,4.672754022852203
320,4,500,2020-01-28T01_36_35,0.5379999999999999,0.5379999999999999,1.0,0.9999999999999998,,,Exact,640000.0,,,0.0,softmax,0.0,0.00019174398039467635,ucr EthanolLevel k=128,0,-1.190636298181894,0.5570269608420321,-1.190636298181894,0.5570269608420321
320,8,3582,2020-01-28T01_36_35,0.6077610273590173,0.6077610273590173,1.0,1.0,,,Exact,9169920.0,,,0.0,softmax,0.0,0.004657062003389001,ucr UWaveGestureLibraryX k=128,0,-0.2555165969506527,1.329508017179843,-0.2555165969506527,1.329508017179843
320,1,2850,2020-01-28T01_36_35,0.5,0.5,1.0000000000000002,1.0,,,Exact,912000.0,,,0.0,softmax,0.0,0.0008702309860382228,ucr FreezerRegularTrain k=128,0,-0.5660122366425496,3.279639465290753,-0.5660122366425496,3.279639465290753
320,7,175,2020-01-28T01_36_35,0.84,0.84,0.9999999999999998,1.0,,,Exact,392000.0,,,0.0,softmax,0.0,9.289899026043712e-05,ucr Fish k=128,0,-3.518983918460424,2.933469919451055,-3.518983918460424,2.933469919451055
320,1,291,2020-01-28T01_36_35,0.3161512027491409,0.3161512027491409,1.0000000000000002,1.0,,,Exact,93120.0,,,0.0,softmax,0.0,0.00012387899914756417,ucr ProximalPhalanxOutlineCorrect k=128,0,0.955491157472701,1.2132894308848343,0.955491157472701,1.2132894308848343
320,42,1965,2020-01-28T01_36_35,0.9150127226463104,0.9150127226463104,1.0000000000000002,0.9999999999999996,,,Exact,26409600.0,,,0.0,softmax,0.0,0.0010566779819782823,ucr NonInvasiveFetalECGThorax2 k=128,0,-9.142095358353814,4.450549538134874,-9.142095358353814,4.450549538134874
320,8,3582,2020-01-28T01_36_35,0.5223338916806254,0.5223338916806254,1.0000000000000004,1.0,,,Exact,9169920.0,,,0.0,softmax,0.0,0.0013436430017463865,ucr UWaveGestureLibraryY k=128,0,-0.6427678578369626,1.6276707744597358,-0.6427678578369626,1.6276707744597358
320,14,1690,2020-01-28T01_36_35,0.7982248520710059,0.7982248520710059,1.0,1.0,,,Exact,7571200.0,,,0.0,softmax,0.0,0.002783195988740772,ucr FaceAll k=128,0,-7.296804592497042,5.890081555745024,-7.296804592497042,5.890081555745024
320,3,8236,2020-01-28T01_36_35,0.8796745993200583,0.8796745993200583,0.9999999999999998,1.0,,,Exact,7906560.0,,,0.0,softmax,0.0,0.011779841006500643,ucr StarLightCurves k=128,0,-4.5006223354466455,10.571115155962168,-4.5006223354466455,10.571115155962168
320,7,7711,2020-01-28T01_36_35,0.3278433406821424,0.3278433406821424,1.0,1.0,,,Exact,17272640.0,,,0.0,softmax,0.0,0.004753515997435898,ucr ElectricDevices k=128,0,-0.8762941162359731,1.4565169887632543,-0.8762941162359731,1.4565169887632543
320,1,139,2020-01-28T01_36_35,0.7482014388489209,0.7482014388489209,1.0000000000000002,1.0,,,Exact,44480.0,,,0.0,softmax,0.0,6.801099516451359e-05,ucr Earthquakes k=128,0,-0.2571796657461157,4.583790192329906,-0.2571796657461157,4.583790192329906
320,1,180,2020-01-28T01_36_35,0.5,0.5,1.0,0.9999999999999996,,,Exact,57600.0,,,0.0,softmax,0.0,5.731798592023552e-05,ucr PowerCons k=128,0,2.390423561832661,6.669291275376563,2.390423561832661,6.669291275376563
320,6,205,2020-01-28T01_36_35,0.8048780487804879,0.8048780487804879,1.0,0.9999999999999998,,,Exact,393600.0,,,0.0,softmax,0.0,7.807300426065922e-05,ucr ProximalPhalanxTW k=128,0,-3.692802992845935,3.4619426247785365,-3.692802992845935,3.4619426247785365
320,5,308,2020-01-28T01_36_40,0.3928571428571429,0.43506493506493504,0.7187646860939442,0.8686099649307903,,,Bolt,1576960.0,2.0,3080.0,0.4866349057843313,softmax,2.615441146177765,0.007536526973126456,ucr Haptics k=128,0,-2.2845338956574714,2.3183064702488867,-2.34749174118042,1.7826966047286987
320,6,300,2020-01-28T01_36_40,0.85,0.76,0.6062170854025668,0.5858041746322775,,,Bolt,1536000.0,2.0,3600.0,0.6821354004557734,softmax,6.933160289555937,0.007693919993471355,ucr SyntheticControl k=128,0,-0.2863902148787604,3.1880881878128524,-0.9735268354415894,2.1124639511108403
320,5,77,2020-01-28T01_36_40,0.3896103896103896,0.2987012987012987,0.2652119824362842,0.26294103160278703,,,Bolt,394240.0,2.0,770.0,1.036573006837914,softmax,10.40819073378625,0.0021380429971031845,ucr Worms k=128,0,-0.26320113803405226,3.1687477877034773,-1.0704885721206665,1.4898284673690796
320,1,250,2020-01-28T01_36_40,0.5,0.5,0.1598805078466879,0.17398048030983765,,,Bolt,1280000.0,2.0,500.0,1.035776857495402,softmax,11.296807191813835,0.00698457201360725,ucr Computers k=128,0,-0.3261776846561688,3.3025146787337967,-0.2410350888967514,1.3414859771728516
320,26,130,2020-01-28T01_36_40,0.2769230769230769,0.2769230769230769,0.709701743589556,0.9277518898804432,,,Bolt,665600.0,2.0,6760.0,0.7432854006510516,softmax,9.127107322128401,0.0035680939909070726,ucr GestureMidAirD3 k=128,0,-6.187240627949071,3.5041991288211074,-4.449434757232666,2.5990867614746094
320,8,3582,2020-01-28T01_36_40,0.7571189279731994,0.7867113344500279,0.6218681824120404,0.7268091436769565,,,Bolt,18339840.0,2.0,57312.0,0.635107219468287,softmax,5.893687129096793,0.09224254300352186,ucr UWaveGestureLibraryAll k=128,0,-1.6696311847728422,3.0462813656145427,-2.0018703937530518,2.1979856491088867
320,1,370,2020-01-28T01_36_40,0.3567567567567568,0.3567567567567568,0.7838070962439772,0.8221013038532595,,,Bolt,1894400.0,2.0,740.0,0.386966744940743,softmax,2.5362542279834237,0.009303719998570159,ucr Strawberry k=128,0,1.118086680783023,2.5601155638567965,1.1147955656051636,2.0996046066284184
320,1,316,2020-01-28T01_36_40,0.5063291139240507,0.5063291139240507,0.9479669372029368,0.9459859808790892,,,Bolt,1617920.0,2.0,632.0,0.10542330801112504,softmax,0.8134302778225306,0.008681431005243212,ucr GunPointAgeSpan k=128,0,-0.11302572640691938,2.777741626917227,0.060213498771190636,2.59646987915039
320,26,130,2020-01-28T01_36_40,0.2769230769230769,0.3692307692307693,0.7394269171841112,0.9062706003424454,,,Bolt,665600.0,2.0,6760.0,0.7285821112131708,softmax,6.985131129881173,0.0034751220082398504,ucr GestureMidAirD2 k=128,0,-3.8869346206178577,3.0963356263384036,-5.4317779541015625,2.7926743030548096
320,1,6164,2020-01-28T01_36_40,0.10788449059052564,0.10788449059052564,0.7706820274564008,0.8704675740990042,,,Bolt,31559680.0,2.0,12328.0,0.4191858442246192,softmax,13.22273588704325,0.15876681200461462,ucr Wafer k=128,0,4.738993558237358,5.616391295141502,4.6080851554870605,4.958728313446045
320,37,391,2020-01-28T01_36_40,0.1994884910485933,0.4859335038363171,0.8886470060380478,0.9853750025409318,,,Bolt,2001920.0,2.0,28934.0,0.21669063474744432,softmax,0.7300174601328779,0.011357773008057848,ucr Adiac k=128,0,-4.605187654923856,1.835466882301096,-4.749416351318359,1.6045285463333132
320,1,3000,2020-01-28T01_36_40,0.4643333333333333,0.4643333333333333,0.25391495583562473,0.2661996280495872,,,Bolt,15360000.0,2.0,6000.0,0.9913551189273156,softmax,1.6359152798237742,0.08164776398916729,ucr Yoga k=128,0,0.1069617168397016,1.2845936701659697,0.18474775552749634,0.61956387758255
320,10,700,2020-01-28T01_36_40,0.17142857142857146,0.2342857142857143,0.3711260211630301,0.12135967248060656,,,Bolt,3584000.0,2.0,14000.0,1.8161756357055023,softmax,14.697681293967962,0.017270959011511874,ucr AllGestureWiimoteY k=128,0,0.6103453206177155,2.8447590669861538,-1.965380072593689,2.0975444316864014
320,60,600,2020-01-28T01_36_40,0.11166666666666666,0.495,0.43354601529561204,0.8315200387854033,,,Bolt,3072000.0,2.0,72000.0,0.9100719860784336,softmax,13.974052937452226,0.01576507798745297,ucr ShapesAll k=128,0,-5.336385467319093,3.9185312901364457,-5.440222263336182,2.9213707447052
320,6,158,2020-01-28T01_36_40,0.4936708860759494,0.34810126582278483,0.6143265042416909,0.6821190000542021,,,Bolt,808960.0,2.0,1896.0,0.8386334287698956,softmax,20.58591976913605,0.003996557992650196,ucr GesturePebbleZ2 k=128,0,-2.4655315278675576,4.954491104599586,-4.742982864379883,3.384429454803467
320,1,315,2020-01-28T01_36_40,0.4761904761904762,0.4761904761904762,0.9054124550551748,0.9147384239726633,,,Bolt,1612800.0,2.0,630.0,0.18293239082025686,softmax,9.43285543710474,0.0077294689835980535,ucr GunPointOldVersusYoung k=128,0,2.325124426668371,7.180857097860657,2.27853798866272,6.131145477294923
320,6,154,2020-01-28T01_36_40,0.6103896103896104,0.6103896103896104,0.9665604614205408,0.985610839635568,,,Bolt,788480.0,2.0,1848.0,0.06691094457032623,softmax,0.3777155307672879,0.004046996997203678,ucr MiddlePhalanxTW k=128,0,-2.711173202866603,2.3759310916173093,-2.766530752182007,2.3550307750701904
320,10,700,2020-01-28T01_36_40,0.19,0.25142857142857145,0.35936649638975937,-0.20845868866218267,,,Bolt,3584000.0,2.0,14000.0,2.0161053573853223,softmax,19.899403017227865,0.0180317830236163,ucr AllGestureWiimoteX k=128,0,1.432697954985544,3.1416905958319767,-1.92844557762146,1.0478973388671875
320,1,291,2020-01-28T01_36_40,0.42955326460481097,0.42955326460481097,0.4645341933904126,0.6465965933945821,,,Bolt,1489920.0,2.0,582.0,0.8015984381109414,softmax,0.931651775556602,0.007581849989946932,ucr MiddlePhalanxOutlineCorrect k=128,0,0.6402359483120881,1.0780735149125744,0.7803905010223389,0.5246484279632568
320,1,1320,2020-01-28T01_36_40,0.5159090909090909,0.5159090909090909,0.15324471959112562,0.15066379836604904,,,Bolt,6758400.0,2.0,2640.0,1.278900340355534,softmax,0.1867266284360442,0.03293644799850881,ucr FordA k=128,0,0.0013067097609397475,0.3821068086493901,-0.04333748668432237,0.2638768255710602
