mithral lut sparse  , N D C B lut_work_const:,   16384, 1024,  64, 32,  2.0,    (5x10):, 44.2750, (3.7893e+08/s), 44.2900, (3.7880e+08/s), 44.5100, (3.7693e+08/s), 44.3520, (3.7827e+08/s), 44.3830, (3.7801e+08/s)
mithral lut sparse  , N D C B lut_work_const:,   16384, 1024,  64, 32,  4.0,    (5x10):, 67.4960, (2.4857e+08/s), 67.4990, (2.4856e+08/s), 67.4880, (2.4860e+08/s), 68.0670, (2.4648e+08/s), 67.8110, (2.4741e+08/s)
mithral lut dense   , N D C B lut_work_const:,   16384, 1024, 128, 64, -1.0,    (5x10):, 2099.3650, (1.5983e+07/s), 2109.2810, (1.5908e+07/s), 2105.5510, (1.5936e+07/s), 2105.4580, (1.5937e+07/s), 2102.1810, (1.5962e+07/s)
mithral lut sparse  , N D C B lut_work_const:,   16384, 1024, 128, 64,  2.0,    (5x10):, 103.2710, (3.2492e+08/s), 103.5500, (3.2404e+08/s), 92.7400, (3.6181e+08/s), 88.4300, (3.7945e+08/s), 88.1210, (3.8078e+08/s)
mithral lut sparse  , N D C B lut_work_const:,   16384, 1024, 128, 64,  4.0,    (5x10):, 124.5980, (2.6930e+08/s), 124.0900, (2.7040e+08/s), 123.5570, (2.7157e+08/s), 140.3200, (2.3913e+08/s), 123.7770, (2.7109e+08/s)
bolt lut cheating   , N D C B lut_work_const:,   16384,   32,  16,  8, -1,      (5x10):,  1.0090, (4.1569e+09/s),  1.0130, (4.1405e+09/s),  1.0090, (4.1569e+09/s),  1.0270, (4.0840e+09/s),  1.4220, (2.9496e+09/s)
bolt lut            , N D C B lut_work_const:,   16384,   32,  16,  8, -1,      (5x10):,  1.1240, (3.7316e+09/s),  1.1180, (3.7516e+09/s),  1.1120, (3.7719e+09/s),  1.1210, (3.7416e+09/s),  1.1110, (3.7753e+09/s)
pq lut              , N D C B lut_work_const:,   16384,   32,   8,  8, -1,      (5x10):, 20.8960, (1.6058e+09/s), 20.6270, (1.6267e+09/s), 20.7160, (1.6197e+09/s), 20.4590, (1.6401e+09/s), 21.2180, (1.5814e+09/s)
opq lut             , N D C B lut_work_const:,   16384,   32,   8,  8, -1,      (5x10):, 21.9580, (1.5281e+09/s), 22.5590, (1.4874e+09/s), 22.5740, (1.4864e+09/s), 22.3410, (1.5019e+09/s), 21.8710, (1.5342e+09/s)
bolt lut cheating   , N D C B lut_work_const:,   16384,   32,  32, 16, -1,      (5x10):,  1.3950, (6.0133e+09/s),  1.3920, (6.0263e+09/s),  1.3970, (6.0047e+09/s),  1.3960, (6.0090e+09/s),  1.3950, (6.0133e+09/s)
bolt lut            , N D C B lut_work_const:,   16384,   32,  32, 16, -1,      (5x10):,  1.5550, (5.3946e+09/s),  1.5520, (5.4050e+09/s),  1.5510, (5.4085e+09/s),  1.5500, (5.4120e+09/s),  1.5340, (5.4685e+09/s)
pq lut              , N D C B lut_work_const:,   16384,   32,  16, 16, -1,      (5x10):, 32.6500, (2.0554e+09/s), 33.1290, (2.0257e+09/s), 33.2410, (2.0189e+09/s), 33.0290, (2.0318e+09/s), 32.6720, (2.0540e+09/s)
opq lut             , N D C B lut_work_const:,   16384,   32,  16, 16, -1,      (5x10):, 33.9830, (1.9748e+09/s), 34.0800, (1.9692e+09/s), 33.6320, (1.9954e+09/s), 33.8100, (1.9849e+09/s), 33.3820, (2.0103e+09/s)
pq lut              , N D C B lut_work_const:,   16384,   32,  32, 32, -1,      (5x10):, 63.8040, (2.1036e+09/s), 64.2380, (2.0894e+09/s), 63.3260, (2.1195e+09/s), 63.6200, (2.1097e+09/s), 63.5320, (2.1126e+09/s)
opq lut             , N D C B lut_work_const:,   16384,   32,  32, 32, -1,      (5x10):, 64.3150, (2.0869e+09/s), 64.8960, (2.0682e+09/s), 64.4070, (2.0839e+09/s), 63.4470, (2.1154e+09/s), 64.9250, (2.0673e+09/s)
bolt lut cheating   , N D C B lut_work_const:,   16384,   64,  16,  8, -1,      (5x10):,  1.3550, (3.0954e+09/s),  1.3670, (3.0683e+09/s),  1.3640, (3.0750e+09/s),  1.3580, (3.0886e+09/s),  1.3580, (3.0886e+09/s)
bolt lut            , N D C B lut_work_const:,   16384,   64,  16,  8, -1,      (5x10):,  1.4800, (2.8340e+09/s),  1.4830, (2.8283e+09/s),  1.6380, (2.5606e+09/s),  1.4900, (2.8150e+09/s),  1.4910, (2.8131e+09/s)
pq lut              , N D C B lut_work_const:,   16384,   64,   8,  8, -1,      (5x10):, 33.1710, (1.0116e+09/s), 32.9590, (1.0181e+09/s), 32.8510, (1.0214e+09/s), 33.2390, (1.0095e+09/s), 32.8550, (1.0213e+09/s)
opq lut             , N D C B lut_work_const:,   16384,   64,   8,  8, -1,      (5x10):, 34.8870, (9.6180e+08/s), 35.5280, (9.4445e+08/s), 35.5120, (9.4488e+08/s), 35.4950, (9.4533e+08/s), 35.4170, (9.4741e+08/s)
bolt lut cheating   , N D C B lut_work_const:,   16384,   64,  32, 16, -1,      (5x10):,  1.9930, (4.2090e+09/s),  2.0000, (4.1943e+09/s),  1.9710, (4.2560e+09/s),  1.9580, (4.2843e+09/s),  1.9820, (4.2324e+09/s)
bolt lut            , N D C B lut_work_const:,   16384,   64,  32, 16, -1,      (5x10):,  2.1320, (3.9346e+09/s),  2.1310, (3.9365e+09/s),  2.1280, (3.9420e+09/s),  2.1060, (3.9832e+09/s),  2.1110, (3.9738e+09/s)
pq lut              , N D C B lut_work_const:,   16384,   64,  16, 16, -1,      (5x10):, 46.2240, (1.4518e+09/s), 46.3250, (1.4487e+09/s), 46.4240, (1.4456e+09/s), 46.2750, (1.4502e+09/s), 46.1610, (1.4538e+09/s)
opq lut             , N D C B lut_work_const:,   16384,   64,  16, 16, -1,      (5x10):, 48.6100, (1.3806e+09/s), 48.4680, (1.3846e+09/s), 47.4180, (1.4153e+09/s), 47.0930, (1.4250e+09/s), 47.9450, (1.3997e+09/s)
bolt lut cheating   , N D C B lut_work_const:,   16384,   64,  64, 32, -1,      (5x10):,  2.8590, (5.8682e+09/s),  2.8530, (5.8806e+09/s),  2.8560, (5.8744e+09/s),  2.8600, (5.8662e+09/s),  2.8590, (5.8682e+09/s)
bolt lut            , N D C B lut_work_const:,   16384,   64,  64, 32, -1,      (5x10):,  3.4750, (4.8280e+09/s),  3.4700, (4.8349e+09/s),  3.4770, (4.8252e+09/s),  3.4750, (4.8280e+09/s),  3.4570, (4.8531e+09/s)
pq lut              , N D C B lut_work_const:,   16384,   64,  32, 32, -1,      (5x10):, 70.0650, (1.9156e+09/s), 69.5700, (1.9292e+09/s), 69.9210, (1.9196e+09/s), 69.0760, (1.9430e+09/s), 70.2900, (1.9095e+09/s)
opq lut             , N D C B lut_work_const:,   16384,   64,  32, 32, -1,      (5x10):, 71.9450, (1.8656e+09/s), 72.1960, (1.8591e+09/s), 72.4700, (1.8520e+09/s), 72.0730, (1.8622e+09/s), 72.1250, (1.8609e+09/s)
pq lut              , N D C B lut_work_const:,   16384,   64,  64, 64, -1,      (5x10):, 132.2770, (2.0293e+09/s), 131.6790, (2.0386e+09/s), 132.6850, (2.0231e+09/s), 133.5000, (2.0108e+09/s), 132.3820, (2.0277e+09/s)
opq lut             , N D C B lut_work_const:,   16384,   64,  64, 64, -1,      (5x10):, 134.3500, (1.9980e+09/s), 134.0470, (2.0025e+09/s), 135.1290, (1.9865e+09/s), 134.5390, (1.9952e+09/s), 133.3600, (2.0129e+09/s)
bolt lut cheating   , N D C B lut_work_const:,   16384,  128,  16,  8, -1,      (5x10):,  2.4200, (1.7332e+09/s),  2.4230, (1.7310e+09/s),  2.4230, (1.7310e+09/s),  2.4240, (1.7303e+09/s),  2.4190, (1.7339e+09/s)
