D,M,N,__pyience_timestamp__,acc-1nn-raw,acc_amm,acc_amm_1nn,acc_amm_rbf,acc_orig,acc_orig_1nn,acc_orig_rbf,alpha,canCheat,corr,cossim,d,lut_work_const,method,muls,ncodebooks,nlookups,nnz,normalized_mse,raw_mse,secs,sparsity,task_id,trial,y_mean,y_std,yhat_mean,yhat_std
320,256,3582,2020-01-03T13_25_42,0.6496,0.6147403685092128,0.6150195421552206,0.6147403685092128,0.6147403685092128,0.6150195421552206,0.6147403685092128,,,0.9999998807907104,1.0000001192092896,,,Exact,293437440.0,,,,0.0,0.0,0.005686798001988791,,ucr UWaveGestureLibraryZ k=256,0,3885.149658203125,2890998.5,3885.149658203125,2890998.5
320,256,1965,2020-01-03T13_25_42,0.8290000000000001,0.7256997455470738,0.7119592875318066,0.7256997455470738,0.7256997455470738,0.7119592875318066,0.7256997455470738,,,1.0000009536743164,1.000000238418579,,,Exact,160972800.0,,,,0.0,0.0,0.0026158959954045713,,ucr NonInvasiveFetalECGThorax1 k=256,0,296.91717529296875,19.3607234954834,296.91717529296875,19.3607234954834
320,256,450,2020-01-03T13_25_42,0.4044,0.7044444444444444,0.6955555555555556,0.7044444444444444,0.7044444444444444,0.6955555555555556,0.7044444444444444,,,1.0000001192092896,1.0,,,Exact,36864000.0,,,,0.0,0.0,0.0007438489992637187,,ucr SemgHandSubjectCh2 k=256,0,83.46907806396484,29.429821014404297,83.46907806396484,29.429821014404297
320,256,154,2020-01-03T13_25_42,0.5195000000000001,0.5584415584415584,0.4545454545454545,0.5584415584415584,0.5584415584415584,0.4545454545454545,0.5584415584415584,,,1.0,1.0,,,Exact,12615680.0,,,,0.0,0.0,0.00040620499930810183,,ucr MiddlePhalanxOutlineAgeGroup k=256,0,310.45269775390625,6.056423664093018,310.45269775390625,6.056423664093018
320,256,276,2020-01-03T13_25_42,0.7174,0.7246376811594203,0.6702898550724637,0.7246376811594203,0.7246376811594203,0.6702898550724637,0.7246376811594203,,,1.0000001192092896,1.0000001192092896,,,Exact,22609920.0,,,,0.0,0.0,0.0004708460037363693,,ucr DistalPhalanxOutlineCorrect k=256,0,295.72747802734375,22.0734977722168,295.72747802734375,22.0734977722168
320,256,139,2020-01-03T13_25_42,0.6331,0.6258992805755396,0.6330935251798561,0.6258992805755396,0.6258992805755396,0.6330935251798561,0.6258992805755396,,,1.0000001192092896,1.0,,,Exact,11386880.0,,,,0.0,0.0,0.000372997994418256,,ucr DistalPhalanxTW k=256,0,300.71392822265625,14.487314224243164,300.71392822265625,14.487314224243164
320,256,4500,2020-01-03T13_25_42,0.9249,0.9231111111111112,0.9222222222222224,0.9231111111111112,0.9231111111111112,0.9222222222222224,0.9231111111111112,,,1.0000020265579224,1.0000027418136597,,,Exact,368640000.0,,,,0.0,0.0,0.006950462004169822,,ucr ECG5000 k=256,0,168.31423950195312,104.96524047851562,168.31423950195312,104.96524047851562
320,256,370,2020-01-03T13_25_42,0.8622,0.8567567567567568,0.8297297297297297,0.8567567567567568,0.8567567567567568,0.8297297297297297,0.8567567567567568,,,0.9999999403953552,0.9999998807907104,,,Exact,30310400.0,,,,0.0,0.0,0.0006253390019992366,,ucr HandOutlines k=256,0,304.16436767578125,21.3326358795166,304.16436767578125,21.3326358795166
320,256,700,2020-01-03T13_25_42,0.4543,0.4328571428571429,0.4328571428571429,0.4328571428571429,0.4328571428571429,0.4328571428571429,0.4328571428571429,,,1.0000004768371582,1.0000007152557373,,,Exact,57344000.0,,,,0.0,0.0,0.0009569810063112527,,ucr AllGestureWiimoteZ k=256,0,3.386338472366333,56.80395889282226,3.386338472366333,56.80395889282226
320,256,810,2020-01-03T13_25_42,0.6062000000000001,0.5407407407407407,0.5407407407407407,0.5407407407407407,0.5407407407407407,0.5407407407407407,0.5407407407407407,,,1.0000001192092896,1.0000004768371582,,,Exact,66355200.0,,,,0.0,0.0,0.0010650990006979557,,ucr FordB k=256,0,-0.02284233644604684,53.14532089233398,-0.02284233644604684,53.14532089233398
320,256,455,2020-01-03T13_25_42,0.6308,0.6043956043956044,0.6043956043956044,0.6043956043956044,0.6043956043956044,0.6043956043956044,0.6043956043956044,,,1.0000001192092896,0.9999999403953552,,,Exact,37273600.0,,,,0.0,0.0,0.0006779390096198767,,ucr FiftyWords k=256,0,29.490009307861328,90.0246810913086,29.490009307861328,90.0246810913086
320,256,760,2020-01-03T13_25_42,0.6841999999999999,0.6723684210526316,0.6710526315789473,0.6723684210526316,0.6723684210526316,0.6710526315789473,0.6723684210526316,,,1.0000004768371582,1.0000001192092896,,,Exact,62259200.0,,,,0.0,0.0,0.001025207995553501,,ucr MedicalImages k=256,0,161.3539276123047,86.62201690673828,161.3539276123047,86.62201690673828
320,256,205,2020-01-03T13_25_42,0.7854,0.8536585365853658,0.4682926829268293,0.8536585365853658,0.8536585365853658,0.4682926829268293,0.8536585365853658,,,0.9999999403953552,0.9999998807907104,,,Exact,16793600.0,,,,0.0,0.0,0.0003870329965138808,,ucr ProximalPhalanxOutlineAgeGroup k=256,0,314.1140441894531,4.419199466705322,314.1140441894531,4.419199466705322
320,256,362,2020-01-03T13_25_42,0.4171,0.3839779005524862,0.3839779005524862,0.3839779005524862,0.3839779005524862,0.3839779005524862,0.3839779005524862,,,0.9999999403953552,0.9999999403953552,,,Exact,29655040.0,,,,0.0,0.0,0.0005950000049779193,,ucr EOGHorizontalSignal k=256,0,23.744155883789066,177.57608032226562,23.744155883789066,177.57608032226562
320,256,4000,2020-01-03T13_25_42,0.9068,0.67775,0.67775,0.67775,0.67775,0.67775,0.67775,,,1.0000033378601074,1.0000041723251345,,,Exact,327680000.0,,,,0.0,0.0,0.006283375012571923,,ucr TwoPatterns k=256,0,-0.029357999563217163,79.33240509033203,-0.029357999563217163,79.33240509033203
320,256,3840,2020-01-03T13_25_42,0.65,0.5885416666666666,0.5677083333333334,0.5885416666666666,0.5885416666666666,0.5677083333333334,0.5885416666666666,,,1.0000025033950806,0.9999997615814208,,,Exact,314572800.0,,,,0.0,0.0,0.004701754005509429,,ucr ChlorineConcentration k=256,0,258.67800903320307,53.058006286621094,258.67800903320307,53.058006286621094
320,256,858,2020-01-03T13_25_42,0.7611,0.7727272727272727,0.752913752913753,0.7727272727272727,0.7727272727272727,0.752913752913753,0.7727272727272727,,,1.0000007152557373,0.9999999403953552,,,Exact,70287360.0,,,,0.0,0.0,0.0011886559950653466,,ucr PhalangesOutlinesCorrect k=256,0,305.83984375,15.336953163146973,305.83984375,15.336953163146973
320,256,139,2020-01-03T13_25_42,0.6259,0.6906474820143885,0.5323741007194245,0.6906474820143885,0.6906474820143885,0.5323741007194245,0.6906474820143885,,,1.0000001192092896,0.9999997615814208,,,Exact,11386880.0,,,,0.0,0.0,0.0003798590041697025,,ucr DistalPhalanxOutlineAgeGroup k=256,0,300.41583251953125,14.589055061340332,300.41583251953125,14.589055061340332
320,256,362,2020-01-03T13_25_42,0.442,0.4116022099447514,0.4088397790055249,0.4116022099447514,0.4116022099447514,0.4088397790055249,0.4116022099447514,,,1.000000238418579,1.000000238418579,,,Exact,29655040.0,,,,0.0,0.0,0.0005686740041710436,,ucr EOGVerticalSignal k=256,0,42.00284194946289,161.6356658935547,42.00284194946289,161.6356658935547
320,256,390,2020-01-03T13_25_42,0.5871999999999999,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,,,1.0000004768371582,1.0000001192092896,,,Exact,31948800.0,,,,0.0,0.0,0.0005411470046965405,,ucr CricketZ k=256,0,0.700659990310669,101.9654541015625,0.700659990310669,101.9654541015625
320,256,375,2020-01-03T13_25_42,0.3947000000000001,0.368,0.368,0.368,0.368,0.368,0.368,,,0.9999999403953552,0.9999999403953552,,,Exact,30720000.0,,,,0.0,0.0,0.0005766529939137397,,ucr RefrigerationDevices k=256,0,0.6511308550834656,24.60045051574707,0.6511308550834656,24.60045051574707
320,256,537,2020-01-03T13_25_42,0.5233,0.3407821229050279,0.3333333333333333,0.3407821229050279,0.3407821229050279,0.3333333333333333,0.3407821229050279,,,1.0000001192092896,1.0000001192092896,,,Exact,43991040.0,,,,0.0,0.0,0.0007401699986075982,,ucr PLAID k=256,0,125.04318237304688,131.64405822753906,125.04318237304688,131.64405822753906
320,256,2425,2020-01-03T13_25_42,0.8973,0.8663917525773196,0.8663917525773196,0.8663917525773196,0.8663917525773196,0.8663917525773196,0.8663917525773196,,,1.0000008344650269,1.0000009536743164,,,Exact,198656000.0,,,,0.0,0.0,0.0035120479878969486,,ucr MixedShapesRegularTrain k=256,0,85.3088607788086,112.91571807861328,85.3088607788086,112.91571807861328
320,256,638,2020-01-03T13_25_42,0.6175999999999999,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,0.6206896551724138,,,1.000000238418579,1.0,,,Exact,52264960.0,,,,0.0,0.0,0.0010986120032612234,,ucr WordSynonyms k=256,0,28.86019897460937,89.09492492675781,28.86019897460937,89.09492492675781
320,256,600,2020-01-03T13_25_42,0.7617,0.75,0.7516666666666667,0.75,0.75,0.7516666666666667,0.75,,,1.000000238418579,1.0000001192092896,,,Exact,49152000.0,,,,0.0,0.0,0.0009905570041155443,,ucr SemgHandGenderCh2 k=256,0,82.18396759033203,29.148860931396484,82.18396759033203,29.148860931396484
320,256,375,2020-01-03T13_25_42,0.4933,0.512,0.512,0.512,0.512,0.512,0.512,,,1.0000001192092896,1.0000001192092896,,,Exact,30720000.0,,,,0.0,0.0,0.0006393930088961497,,ucr LargeKitchenAppliances k=256,0,3.0023806095123287,36.38212585449219,3.0023806095123287,36.38212585449219
320,256,500,2020-01-03T13_25_42,0.274,0.29,0.298,0.29,0.29,0.298,0.29,,,1.0,1.000000238418579,,,Exact,40960000.0,,,,0.0,0.0,0.00085469099576585,,ucr EthanolLevel k=256,0,314.6240539550781,3.264731884002685,314.6240539550781,3.264731884002685
320,256,3582,2020-01-03T13_25_42,0.7393000000000001,0.6934673366834171,0.6943048576214406,0.6934673366834171,0.6934673366834171,0.6943048576214406,0.6934673366834171,,,1.000003218650818,1.00000262260437,,,Exact,293437440.0,,,,0.0,0.0,0.006596058010472915,,ucr UWaveGestureLibraryX k=256,0,6.14557695388794,141.58175659179688,6.14557695388794,141.58175659179688
320,256,291,2020-01-03T13_25_42,0.8076,0.8865979381443299,0.7903780068728522,0.8865979381443299,0.8865979381443299,0.7903780068728522,0.8865979381443299,,,1.0,1.0,,,Exact,23838720.0,,,,0.0,0.0,0.000608645990723744,,ucr ProximalPhalanxOutlineCorrect k=256,0,314.2744140625,4.807730674743652,314.2744140625,4.807730674743652
320,256,1965,2020-01-03T13_25_42,0.8799,0.8050890585241729,0.8050890585241729,0.8050890585241729,0.8050890585241729,0.8050890585241729,0.8050890585241729,,,1.0000011920928955,1.000000238418579,,,Exact,160972800.0,,,,0.0,0.0,0.002487888996256516,,ucr NonInvasiveFetalECGThorax2 k=256,0,291.85028076171875,24.66571807861328,291.85028076171875,24.66571807861328
320,256,3582,2020-01-03T13_25_42,0.6616,0.6111111111111112,0.6108319374651033,0.6111111111111112,0.6111111111111112,0.6108319374651033,0.6111111111111112,,,1.0000022649765017,1.0000019073486328,,,Exact,293437440.0,,,,0.0,0.0,0.003519580001011491,,ucr UWaveGestureLibraryY k=256,0,5.737131118774414,162.0446319580078,5.737131118774414,162.0446319580078
320,256,1690,2020-01-03T13_25_42,0.7136,0.6337278106508876,0.6337278106508876,0.6337278106508876,0.6337278106508876,0.6337278106508876,0.6337278106508876,,,1.0000005960464478,1.0000007152557373,,,Exact,138444800.0,,,,0.0,0.0,0.0021489119972102344,,ucr FaceAll k=256,0,47.90512084960938,85.16873168945312,47.90512084960938,85.16873168945312
320,256,8236,2020-01-03T13_25_42,0.8488,0.8224866440019427,0.8229723166585721,0.8224866440019427,0.8224866440019427,0.8229723166585721,0.8224866440019427,,,1.0000046491622925,1.0000041723251345,,,Exact,674693120.0,,,,0.0,0.0,0.012355661005130969,,ucr StarLightCurves k=256,0,180.46763610839844,94.68701171875,180.46763610839844,94.68701171875
320,256,7711,2020-01-03T13_25_42,0.5508,0.4142134612890676,0.4142134612890676,0.4142134612890676,0.4142134612890676,0.4142134612890676,0.4142134612890676,,,1.000009298324585,1.0000096559524536,,,Exact,631685120.0,,,,0.0,0.0,0.0068709969928022465,,ucr ElectricDevices k=256,0,6.865317344665527,44.79589080810547,6.865317344665527,44.79589080810547
320,256,139,2020-01-03T13_25_42,0.7121999999999999,0.7050359712230215,0.7050359712230215,0.7050359712230215,0.7050359712230215,0.7050359712230215,0.7050359712230215,,,1.0000001192092896,1.0000001192092896,,,Exact,11386880.0,,,,0.0,0.0,0.0003814570081885904,,ucr Earthquakes k=256,0,0.10857772082090378,11.701508522033693,0.10857772082090378,11.701508522033693
320,256,205,2020-01-03T13_25_42,0.7073,0.7951219512195122,0.5121951219512195,0.7951219512195122,0.7951219512195122,0.5121951219512195,0.7951219512195122,,,1.000000238418579,1.0000001192092896,,,Exact,16793600.0,,,,0.0,0.0,0.0004230899940012023,,ucr ProximalPhalanxTW k=256,0,314.3376159667969,4.340181350708009,314.3376159667969,4.340181350708009
320,256,300,2020-01-03T13_25_52,0.88,0.4766666666666667,0.5333333333333333,0.4766666666666667,0.8766666666666667,0.8766666666666667,0.8766666666666667,,,0.9709609746932985,0.9699351787567142,,,Bolt,1536000.0,2.0,153600.0,,0.11121300607919693,2389.66796875,0.014732943993294613,,ucr SyntheticControl k=256,0,1.6978864669799805,146.5854949951172,6.3163208961486825,108.58606719970705
320,256,3582,2020-01-03T13_25_52,0.9481,0.7967615857063093,0.7967615857063093,0.7967615857063093,0.9137353433835846,0.9137353433835846,0.9137353433835846,,,0.9044556617736816,0.9048413038253784,,,Bolt,18339840.0,2.0,1833984.0,,0.1833065003156662,1804.618896484375,0.15366190699569415,,ucr UWaveGestureLibraryAll k=256,0,6.354305744171143,99.2210464477539,5.56679105758667,86.1989517211914
320,256,370,2020-01-03T13_25_52,0.9459,0.8297297297297297,0.8054054054054054,0.8297297297297297,0.954054054054054,0.9243243243243244,0.954054054054054,,,0.9579436779022216,0.9999356269836426,,,Bolt,1894400.0,2.0,189440.0,,0.08366367220878601,12.656486511230467,0.02101615098945331,,ucr Strawberry k=256,0,310.315673828125,12.299518585205078,309.9767150878906,12.072582244873047
320,256,6164,2020-01-03T13_25_52,0.9955,0.9497079818299804,0.9487345879299156,0.9497079818299804,0.991888384166126,0.991888384166126,0.991888384166126,,,0.9901527166366576,0.9905227422714232,,,Bolt,31559680.0,2.0,3155968.0,,0.019681433215737343,704.1907958984375,0.24885002899100075,,ucr Wafer k=256,0,37.98946380615234,189.1545562744141,36.739646911621094,186.55345153808602
320,256,391,2020-01-03T13_25_52,0.6113,0.1867007672634271,0.1534526854219949,0.1867007672634271,0.4245524296675192,0.5856777493606138,0.4245524296675192,,,0.9422634243965148,0.9997636675834656,,,Bolt,2001920.0,2.0,200192.0,,0.11400577425956725,45.96868133544922,0.018400348999421112,,ucr Adiac k=256,0,309.77801513671875,20.08017921447754,310.3127746582031,18.23780059814453
320,256,3000,2020-01-03T13_25_52,0.8303,0.5666666666666667,0.5626666666666666,0.5666666666666667,0.805,0.807,0.805,,,0.9715887904167176,0.9747417569160458,,,Bolt,15360000.0,2.0,1536000.0,,0.07520458847284317,1957.6697998046875,0.1187736410065554,,ucr Yoga k=256,0,81.62687683105469,161.342041015625,83.26100158691406,134.4786376953125
320,256,700,2020-01-03T13_25_52,0.5686,0.20285714285714285,0.19,0.20285714285714285,0.2885714285714286,0.2885714285714286,0.2885714285714286,,,0.3180246651172638,-0.8001604676246643,,,Bolt,3584000.0,2.0,358400.0,,16.03725814819336,39603.0390625,0.03322443900106009,,ucr AllGestureWiimoteY k=256,0,-83.74156951904297,49.69345474243164,109.3547134399414,25.66191291809082
320,256,600,2020-01-03T13_25_52,0.7517,0.3016666666666667,0.3,0.3016666666666667,0.6533333333333333,0.6533333333333333,0.6533333333333333,,,0.9495797753334044,0.9545153379440308,,,Bolt,3072000.0,2.0,307200.0,,0.0997043028473854,1952.2139892578125,0.0272305960097583,,ucr ShapesAll k=256,0,45.6900405883789,139.92868041992188,42.89958572387695,128.4288330078125
320,256,154,2020-01-03T13_25_52,0.513,0.564935064935065,0.3246753246753247,0.564935064935065,0.5714285714285714,0.3181818181818182,0.5714285714285714,,,0.8972635269165039,0.9999480843544006,,,Bolt,788480.0,2.0,78848.0,,0.2301502078771591,10.45765781402588,0.008945692999986932,,ucr MiddlePhalanxTW k=256,0,311.07952880859375,6.740801334381104,310.480224609375,7.162583827972412
320,256,700,2020-01-03T13_25_52,0.5157,0.22,0.22,0.22,0.21,0.21,0.21,,,0.2448138147592545,-0.926197588443756,,,Bolt,3584000.0,2.0,358400.0,,28.36237144470215,83884.7734375,0.028977698006201525,,ucr AllGestureWiimoteX k=256,0,-146.25074768066406,54.38389205932617,138.53544616699222,12.19801139831543
320,256,291,2020-01-03T13_25_52,0.7663,0.7525773195876289,0.7628865979381443,0.7525773195876289,0.8075601374570447,0.7938144329896907,0.8075601374570447,,,0.8443508744239807,0.9999132752418518,,,Bolt,1489920.0,2.0,148992.0,,0.3613253831863403,16.587421417236328,0.016218803997617215,,ucr MiddlePhalanxOutlineCorrect k=256,0,310.6649169921875,6.775482177734375,310.49957275390625,7.559769153594973
320,256,1320,2020-01-03T13_25_52,0.6652,0.5863636363636363,0.5863636363636363,0.5863636363636363,0.6598484848484848,0.6598484848484848,0.6598484848484848,,,0.7116652131080627,0.7116283774375916,,,Bolt,6758400.0,2.0,675840.0,,0.4947562515735626,1741.6024169921875,0.049782052999944426,,ucr FordA k=256,0,-0.04399294406175613,59.33061599731445,-0.44634851813316345,40.19195556640625
320,256,625,2020-01-03T13_25_52,0.7888,0.2512,0.2512,0.2512,0.7312,0.7296,0.7312,,,0.943727731704712,0.9940609335899352,,,Bolt,3200000.0,2.0,320000.0,,0.12048880010843276,727.306396484375,0.028158179004094563,,ucr SwedishLeaf k=256,0,231.4257049560547,77.69361877441406,228.80044555664062,65.56383514404297
320,256,390,2020-01-03T13_25_52,0.5667,0.28205128205128205,0.2846153846153846,0.28205128205128205,0.5282051282051282,0.5282051282051282,0.5282051282051282,,,0.8974428772926331,0.8975106477737427,,,Bolt,1996800.0,2.0,199680.0,,0.1947227269411087,2063.68603515625,0.017605590997845866,,ucr CricketY k=256,0,3.273430824279785,102.94695281982422,2.371173858642578,91.6706085205078
320,256,390,2020-01-03T13_25_52,0.5769,0.2871794871794872,0.2871794871794872,0.2871794871794872,0.4974358974358975,0.4974358974358975,0.4974358974358975,,,0.8979963660240173,0.8979507088661194,,,Bolt,1996800.0,2.0,199680.0,,0.1939677298069,2018.8623046875,0.019455852001556195,,ucr CricketX k=256,0,0.4071867465972901,102.0207748413086,-0.5141472816467285,89.89923858642578
320,256,375,2020-01-03T13_25_52,0.36,0.336,0.3386666666666667,0.336,0.3973333333333333,0.4,0.3973333333333333,,,0.8570758700370789,0.8774830102920532,,,Bolt,1920000.0,2.0,192000.0,,0.2964850962162018,1709.524169921875,0.02092525300395209,,ucr ScreenType k=256,0,30.57592010498047,75.9339828491211,27.454933166503906,52.06671905517578
320,256,375,2020-01-03T13_25_52,0.34130000000000005,0.32266666666666666,0.32266666666666666,0.32266666666666666,0.336,0.336,0.336,,,0.4776085019111633,0.480058878660202,,,Bolt,1920000.0,2.0,192000.0,,0.7794232368469238,219.3861389160156,0.022214237003936432,,ucr SmallKitchenAppliances k=256,0,1.3113917112350464,16.77713966369629,0.5733495950698853,9.268021583557127
320,256,16800,2020-01-03T13_25_52,0.7117,0.3368452380952381,0.3307142857142857,0.3368452380952381,0.5064880952380952,0.5060119047619047,0.5064880952380952,,,0.9540172815322876,0.9560987949371338,,,Bolt,86016000.0,2.0,8601600.0,,0.09142635017633438,1715.842529296875,0.6181087059958372,,ucr Crop k=256,0,29.5390682220459,136.99446105957028,28.31805419921875,125.55418395996094
