D,M,N,__pyience_timestamp__,acc_amm,acc_orig,alpha,bias,canCheat,corr,cossim,d,lut_work_const,method,muls,ncentroids,ncodebooks,nlookups,nnz,normalized_mse,problem,r,raw_mse,s,secs,sparsity,task_id,trial,y_mean,y_std,yhat_mean,yhat_std
512,10,10000,2020-01-05T14_37_59,0.1,0.9359,,,,0.5232357978820801,0.5212118625640869,8.0,,FastJL,7295696.0,,,,,0.965219259262085,,,13.061552047729492,,0.05956226700800471,,CIFAR-10 Softmax,2,0.045806057751178735,3.67861557006836,0.014514735899865627,0.12668640911579132
512,10,10000,2020-01-05T14_37_59,0.1,0.9359,,,,0.5281553864479065,0.5269253849983215,8.0,,FastJL,7295696.0,,,,,0.9753618240356444,,,13.198802947998047,,0.052721306012244895,,CIFAR-10 Softmax,3,0.045806057751178735,3.67861557006836,-0.004209592938423157,0.08846008777618407
512,10,10000,2020-01-05T14_37_59,0.1004,0.9359,,,,0.565956175327301,0.5653653740882874,8.0,,FastJL,7295696.0,,,,,0.9730468392372132,,,13.167476654052734,,0.060887563013238825,,CIFAR-10 Softmax,4,0.045806057751178735,3.67861557006836,-0.002448013750836253,0.09010444581508636
512,10,10000,2020-01-05T14_37_59,0.1,0.9359,,,,0.5328243374824524,0.5309132337570189,8.0,,FastJL,7295696.0,,,,,0.9758507609367372,,,13.205419540405273,,0.06447497999761254,,CIFAR-10 Softmax,5,0.045806057751178735,3.67861557006836,0.009481534361839294,0.08556711673736572
512,10,10000,2020-01-05T14_37_59,0.1,0.9359,,,,0.5184385180473328,0.5185190439224243,8.0,,FastJL,7295696.0,,,,,0.973207414150238,,,13.169649124145508,,0.0696699199907016,,CIFAR-10 Softmax,6,0.045806057751178735,3.67861557006836,0.0033856313675642014,0.09804604947566986
512,10,10000,2020-01-05T14_37_59,0.1574,0.9359,,,,0.5048352479934692,0.5049493908882141,8.0,,FastJL,7295696.0,,,,,0.968762457370758,,,13.109498977661133,,0.08037360702292062,,CIFAR-10 Softmax,7,0.045806057751178735,3.67861557006836,0.002969495020806789,0.11805640906095505
512,10,10000,2020-01-05T14_37_59,0.1273,0.9359,,,,0.6052750945091248,0.6053541302680969,8.0,,FastJL,7295696.0,,,,,0.9651753902435304,,,13.060957908630373,,0.09117041502031498,,CIFAR-10 Softmax,8,0.045806057751178735,3.67861557006836,0.0019477319438010454,0.10892107337713244
512,10,10000,2020-01-05T14_37_59,0.1277,0.9359,,,,0.5607060194015503,0.5608000159263611,8.0,,FastJL,7295696.0,,,,,0.9658613204956056,,,13.070240020751953,,0.0635875909938477,,CIFAR-10 Softmax,9,0.045806057751178735,3.67861557006836,0.002731660846620798,0.11568034440279007
512,10,10000,2020-01-05T14_38_01,0.1528,0.9359,,,,0.15470629930496216,0.15160684287548065,1.0,,HashJL,5225120.0,,,,,2.89033317565918,,,39.11260223388672,,0.061363005981547765,,CIFAR-10 Softmax,0,0.045806057751178735,3.67861557006836,-0.7605895400047302,5.594440460205078
512,10,10000,2020-01-05T14_38_01,0.1192,0.9359,,,,0.0810570940375328,0.07881896942853928,1.0,,HashJL,5225120.0,,,,,7.192931652069093,,,97.3362808227539,,0.06275592400925234,,CIFAR-10 Softmax,1,0.045806057751178735,3.67861557006836,-1.1976218223571775,9.372694969177246
512,10,10000,2020-01-05T14_38_01,0.1958,0.9359,,,,0.19875243306159973,0.19643516838550568,1.0,,HashJL,5225120.0,,,,,3.3725578784942627,,,45.63816833496094,,0.06850888801272959,,CIFAR-10 Softmax,2,0.045806057751178735,3.67861557006836,1.4492038488388062,6.26927375793457
512,10,10000,2020-01-05T14_38_01,0.1415,0.9359,,,,0.16596205532550812,0.1642742156982422,1.0,,HashJL,5225120.0,,,,,4.26446008682251,,,57.70758056640625,,0.0871574440097902,,CIFAR-10 Softmax,3,0.045806057751178735,3.67861557006836,-0.6230100393295288,7.251351356506348
512,10,10000,2020-01-05T14_38_01,0.1945,0.9359,,,,0.33522337675094604,0.33532342314720154,1.0,,HashJL,5225120.0,,,,,6.889100074768066,,,93.22476196289062,,0.06798519400763325,,CIFAR-10 Softmax,4,0.045806057751178735,3.67861557006836,0.12403365224599835,10.244656562805176
512,10,10000,2020-01-05T14_38_01,0.1948,0.9359,,,,0.2604869604110718,0.2603273093700409,1.0,,HashJL,5225120.0,,,,,7.708469867706299,,,104.31265258789062,,0.06197249100659974,,CIFAR-10 Softmax,5,0.045806057751178735,3.67861557006836,-0.10662516951560974,10.532958984375
512,10,10000,2020-01-05T14_38_01,0.1353,0.9359,,,,0.20730619132518768,0.20763967931270602,1.0,,HashJL,5225120.0,,,,,3.0872879028320312,,,41.77783584594727,,0.05808254197472705,,CIFAR-10 Softmax,6,0.045806057751178735,3.67861557006836,0.2747295796871185,6.126811981201173
512,10,10000,2020-01-05T14_38_01,0.1895,0.9359,,,,0.24242210388183594,0.2426525801420212,1.0,,HashJL,5225120.0,,,,,4.159229755401611,,,56.2835807800293,,0.05588854500092566,,CIFAR-10 Softmax,7,0.045806057751178735,3.67861557006836,0.2043011337518692,7.488861560821532
512,10,10000,2020-01-05T14_38_01,0.1383,0.9359,,,,0.16828420758247375,0.1687278300523758,1.0,,HashJL,5225120.0,,,,,1.9552080631256104,,,26.458290100097656,,0.052919553010724485,,CIFAR-10 Softmax,8,0.045806057751178735,3.67861557006836,0.3414786458015442,4.25524377822876
512,10,10000,2020-01-05T14_38_01,0.1503,0.9359,,,,0.26084521412849426,0.2609507739543915,1.0,,HashJL,5225120.0,,,,,4.449130058288574,,,60.20657348632813,,0.05439394299173728,,CIFAR-10 Softmax,9,0.045806057751178735,3.67861557006836,0.09032031893730164,7.858325481414795
512,10,10000,2020-01-05T14_38_02,0.2931,0.9359,,,,0.3403311371803284,0.3405072093009949,2.0,,HashJL,5325120.0,,,,,4.4088134765625,,,59.6609992980957,,0.0734980659908615,,CIFAR-10 Softmax,0,0.045806057751178735,3.67861557006836,0.1991162896156311,8.156487464904785
512,10,10000,2020-01-05T14_38_02,0.2986,0.9359,,,,0.3347398042678833,0.3349072337150574,2.0,,HashJL,5325120.0,,,,,4.790501117706299,,,64.82608032226561,,0.08740332600427791,,CIFAR-10 Softmax,1,0.045806057751178735,3.67861557006836,0.1880028247833252,8.49704647064209
512,10,10000,2020-01-05T14_38_02,0.2951,0.9359,,,,0.2606261372566223,0.2608741223812103,2.0,,HashJL,5325120.0,,,,,3.474900722503662,,,47.0230941772461,,0.06968905997928232,,CIFAR-10 Softmax,2,0.045806057751178735,3.67861557006836,0.22415649890899653,6.82204008102417
512,10,10000,2020-01-05T14_38_02,0.22,0.9359,,,,0.3033784329891205,0.3033784031867981,2.0,,HashJL,5325120.0,,,,,1.419554352760315,,,19.2097110748291,,0.05930634500691667,,CIFAR-10 Softmax,3,0.045806057751178735,3.67861557006836,0.0072481916286051265,3.7468864917755127
512,10,10000,2020-01-05T14_38_02,0.3139,0.9359,,,,0.395042896270752,0.3941826522350311,2.0,,HashJL,5325120.0,,,,,3.850538492202759,,,52.10630416870117,,0.05469691299367696,,CIFAR-10 Softmax,4,0.045806057751178735,3.67861557006836,-0.3173516094684601,7.8214149475097665
512,10,10000,2020-01-05T14_38_02,0.3242,0.9359,,,,0.4139648079872131,0.4137386381626129,2.0,,HashJL,5325120.0,,,,,1.6014981269836426,,,21.67181205749512,,0.054084891016827896,,CIFAR-10 Softmax,5,0.045806057751178735,3.67861557006836,-0.06104471161961556,4.755023002624512
512,10,10000,2020-01-05T14_38_02,0.3193,0.9359,,,,0.3676429688930512,0.3661186695098877,2.0,,HashJL,5325120.0,,,,,2.3265390396118164,,,31.48321914672852,,0.05267803600872867,,CIFAR-10 Softmax,6,0.045806057751178735,3.67861557006836,0.7521758675575256,5.7434401512146
512,10,10000,2020-01-05T14_38_02,0.3784,0.9359,,,,0.3704798221588135,0.370300829410553,2.0,,HashJL,5325120.0,,,,,5.570694923400879,,,75.38382720947266,,0.05579430700163357,,CIFAR-10 Softmax,7,0.045806057751178735,3.67861557006836,-0.09749677777290344,9.343358039855957
512,10,10000,2020-01-05T14_38_02,0.2349,0.9359,,,,0.26981499791145325,0.2674055099487305,2.0,,HashJL,5325120.0,,,,,1.5378893613815308,,,20.811044692993164,,0.06069251301232725,,CIFAR-10 Softmax,8,0.045806057751178735,3.67861557006836,0.7166858315467834,3.7878808975219727
512,10,10000,2020-01-05T14_38_02,0.2557,0.9359,,,,0.3736456334590912,0.3734149634838104,2.0,,HashJL,5325120.0,,,,,3.4823637008666988,,,47.12408447265625,,0.06753715602098964,,CIFAR-10 Softmax,9,0.045806057751178735,3.67861557006836,0.5865224599838257,7.306509017944336
512,10,10000,2020-01-05T14_38_03,0.5289,0.9359,,,,0.47261181473732,0.4725951552391052,4.0,,HashJL,5525120.0,,,,,1.3073879480361938,,,17.691850662231445,,0.05946361500537022,,CIFAR-10 Softmax,0,0.045806057751178735,3.67861557006836,0.0073450617492198935,4.418247699737549
512,10,10000,2020-01-05T14_38_03,0.4724,0.9359,,,,0.5224423408508301,0.5225307941436768,4.0,,HashJL,5525120.0,,,,,3.5298371315002437,,,47.76650619506836,,0.05741598500753752,,CIFAR-10 Softmax,1,0.045806057751178735,3.67861557006836,0.12307149171829225,8.079938888549805
512,10,10000,2020-01-05T14_38_03,0.4736,0.9359,,,,0.42301785945892334,0.42316058278083796,4.0,,HashJL,5525120.0,,,,,1.9152680635452268,,,25.917814254760746,,0.05714379099663348,,CIFAR-10 Softmax,2,0.045806057751178735,3.67861557006836,0.1913704723119736,5.401366710662842
512,10,10000,2020-01-05T14_38_03,0.4612,0.9359,,,,0.444250762462616,0.4441875815391541,4.0,,HashJL,5525120.0,,,,,5.54276704788208,,,75.00589752197266,,0.054724966001231216,,CIFAR-10 Softmax,3,0.045806057751178735,3.67861557006836,-0.02139079011976719,9.642966270446776
512,10,10000,2020-01-05T14_38_03,0.4943,0.9359,,,,0.4020204842090607,0.398210734128952,4.0,,HashJL,5525120.0,,,,,0.9265003204345704,,,12.537598609924315,,0.05284118300187402,,CIFAR-10 Softmax,4,0.045806057751178735,3.67861557006836,-0.2777141332626343,2.521857023239136
512,10,10000,2020-01-05T14_38_03,0.3797,0.9359,,,,0.4309071302413941,0.43012478947639465,4.0,,HashJL,5525120.0,,,,,1.3059686422348022,,,17.672645568847656,,0.05979840000509285,,CIFAR-10 Softmax,5,0.045806057751178735,3.67861557006836,0.3926728367805481,4.1410741806030265
