------------------------ Caltech3x3 i8
---- ncodebooks=2
Caltech5x5, i8 , amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2, 16, -1.0, (5x10):,  0.0180, (5.3796e+09/s),  0.0150, (6.4555e+09/s),  0.0150, (6.4555e+09/s),  0.0150, (6.4555e+09/s),  0.0150, (6.4555e+09/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 16,  1.0, (5x10):,  0.3610, (2.6823e+08/s),  0.3590, (2.6973e+08/s),  0.3550, (2.7277e+08/s),  0.3580, (2.7048e+08/s),  0.3590, (2.6973e+08/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 16,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 16,  2.0, (5x10):,  0.3800, (2.5482e+08/s),  0.3580, (2.7048e+08/s),  0.3510, (2.7587e+08/s),  0.3530, (2.7431e+08/s),  0.3510, (2.7587e+08/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 16,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 16,  4.0, (5x10):,  0.3600, (2.6898e+08/s),  0.3520, (2.7509e+08/s),  0.3510, (2.7587e+08/s),  0.3630, (2.6675e+08/s),  0.3610, (2.6823e+08/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 16,  4.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=32
Caltech5x5, i8 , amm mithral nolut     , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  0.6830, (1.4177e+08/s),  0.6700, (1.4453e+08/s),  0.6790, (1.4261e+08/s),  0.6660, (1.4539e+08/s),  0.6640, (1.4583e+08/s)
Caltech5x5, i8 , amm mithral denselut  , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  0.7410, (1.3068e+08/s),  0.7580, (1.2775e+08/s),  0.7270, (1.3319e+08/s),  0.7270, (1.3319e+08/s),  0.7410, (1.3068e+08/s)
Caltech5x5, i8 , mithral lut dense     , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  0.0040, (2.4208e+10/s),  0.0040, (2.4208e+10/s),  0.0040, (2.4208e+10/s),  0.0040, (2.4208e+10/s),  0.0040, (2.4208e+10/s)
Caltech5x5, i8 , amm mithral enc       , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  0.6180, (1.5669e+08/s),  0.6200, (1.5618e+08/s),  0.6210, (1.5593e+08/s),  0.6130, (1.5796e+08/s),  0.6400, (1.5130e+08/s)
Caltech5x5, i8 , amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  0.0410, (2.3618e+09/s),  0.0400, (2.4208e+09/s),  0.0410, (2.3618e+09/s),  0.0390, (2.4829e+09/s),  0.0390, (2.4829e+09/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 32,  1.0, (5x10):,  0.7380, (1.3121e+08/s),  0.7360, (1.3157e+08/s),  0.7310, (1.3247e+08/s),  0.7290, (1.3283e+08/s),  0.7280, (1.3301e+08/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 32,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 32,  2.0, (5x10):,  0.7270, (1.3319e+08/s),  0.7270, (1.3319e+08/s),  0.7210, (1.3430e+08/s),  0.7300, (1.3265e+08/s),  0.7080, (1.3677e+08/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 32,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 32,  4.0, (5x10):,  0.7150, (1.3543e+08/s),  0.7130, (1.3581e+08/s),  0.7170, (1.3505e+08/s),  0.7220, (1.3412e+08/s),  0.7140, (1.3562e+08/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 32,  4.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
---- ncodebooks=64
Caltech5x5, i8 , amm mithral nolut     , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  1.3930, (6.9513e+07/s),  1.3840, (6.9965e+07/s),  1.3790, (7.0219e+07/s),  1.3770, (7.0321e+07/s),  1.4080, (6.8773e+07/s)
Caltech5x5, i8 , amm mithral denselut  , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  1.4740, (6.5693e+07/s),  1.4760, (6.5604e+07/s),  1.4800, (6.5427e+07/s),  1.5060, (6.4297e+07/s),  1.5120, (6.4042e+07/s)
Caltech5x5, i8 , mithral lut dense     , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s)
Caltech5x5, i8 , amm mithral enc       , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  1.3010, (7.4429e+07/s),  1.2910, (7.5005e+07/s),  1.2980, (7.4601e+07/s),  1.2930, (7.4889e+07/s),  1.3100, (7.3918e+07/s)
Caltech5x5, i8 , amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  0.0780, (1.2414e+09/s),  0.0780, (1.2414e+09/s),  0.0800, (1.2104e+09/s),  0.0860, (1.1260e+09/s),  0.0860, (1.1260e+09/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 64,  1.0, (5x10):,  1.4910, (6.4944e+07/s),  1.4840, (6.5251e+07/s),  1.4880, (6.5075e+07/s),  1.4840, (6.5251e+07/s),  1.4720, (6.5783e+07/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 64,  1.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 64,  2.0, (5x10):,  1.4850, (6.5207e+07/s),  1.4490, (6.6827e+07/s),  1.4870, (6.5119e+07/s),  1.4790, (6.5471e+07/s),  1.4790, (6.5471e+07/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 64,  2.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
Caltech5x5, i8 , amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 64,  4.0, (5x10):,  1.4900, (6.4988e+07/s),  1.5110, (6.4085e+07/s),  1.4800, (6.5427e+07/s),  1.4840, (6.5251e+07/s),  1.4800, (6.5427e+07/s)
Caltech5x5, i8 , mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 64,  4.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
------------------------ Caltech3x3 f32
---- ncodebooks=2
Caltech3x3, f32, amm mithral nolut     , N D M C lut_work_coef:, 49284,  27,   2,  2, -1.0, (5x10):,  0.0490, (2.0127e+09/s),  0.0490, (2.0127e+09/s),  0.0460, (2.1440e+09/s),  0.0460, (2.1440e+09/s),  0.0460, (2.1440e+09/s)
Caltech3x3, f32, amm mithral denselut  , N D M C lut_work_coef:, 49284,  27,   2,  2, -1.0, (5x10):,  0.0460, (2.1440e+09/s),  0.0470, (2.0984e+09/s),  0.0500, (1.9725e+09/s),  0.0470, (2.0984e+09/s),  0.0500, (1.9725e+09/s)
Caltech3x3, f32, mithral lut dense     , N D M C lut_work_coef:, 49284,  27,   2,  2, -1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral enc       , N D M C lut_work_coef:, 49284,  27,   2,  2, -1.0, (5x10):,  0.0390, (2.5288e+09/s),  0.0400, (2.4656e+09/s),  0.0400, (2.4656e+09/s),  0.0410, (2.4055e+09/s),  0.0430, (2.2936e+09/s)
Caltech3x3, f32, amm mithral scan      , N D M C lut_work_coef:, 49284,  27,   2,  2, -1.0, (5x10):,  0.0060, (1.6437e+10/s),  0.0060, (1.6437e+10/s),  0.0060, (1.6437e+10/s),  0.0060, (1.6437e+10/s),  0.0060, (1.6437e+10/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2,  2,  1.0, (5x10):,  0.0510, (1.9338e+09/s),  0.0480, (2.0547e+09/s),  0.0470, (2.0984e+09/s),  0.0470, (2.0984e+09/s),  0.0490, (2.0127e+09/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2,  2,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2,  2,  2.0, (5x10):,  0.0450, (2.1916e+09/s),  0.0430, (2.2936e+09/s),  0.0440, (2.2415e+09/s),  0.0430, (2.2936e+09/s),  0.0440, (2.2415e+09/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2,  2,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=4
Caltech3x3, f32, amm mithral nolut     , N D M C lut_work_coef:, 49284,  27,   2,  4, -1.0, (5x10):,  0.0880, (1.1207e+09/s),  0.0850, (1.1603e+09/s),  0.0840, (1.1741e+09/s),  0.0850, (1.1603e+09/s),  0.0840, (1.1741e+09/s)
Caltech3x3, f32, amm mithral denselut  , N D M C lut_work_coef:, 49284,  27,   2,  4, -1.0, (5x10):,  0.0830, (1.1882e+09/s),  0.0930, (1.0605e+09/s),  0.0910, (1.0838e+09/s),  0.0830, (1.1882e+09/s),  0.0900, (1.0958e+09/s)
Caltech3x3, f32, mithral lut dense     , N D M C lut_work_coef:, 49284,  27,   2,  4, -1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral enc       , N D M C lut_work_coef:, 49284,  27,   2,  4, -1.0, (5x10):,  0.0760, (1.2977e+09/s),  0.0860, (1.1468e+09/s),  0.0830, (1.1882e+09/s),  0.0850, (1.1603e+09/s),  0.0850, (1.1603e+09/s)
Caltech3x3, f32, amm mithral scan      , N D M C lut_work_coef:, 49284,  27,   2,  4, -1.0, (5x10):,  0.0060, (1.6437e+10/s),  0.0060, (1.6437e+10/s),  0.0060, (1.6437e+10/s),  0.0060, (1.6437e+10/s),  0.0060, (1.6437e+10/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2,  4,  1.0, (5x10):,  0.1050, (9.3928e+08/s),  0.0840, (1.1741e+09/s),  0.0830, (1.1882e+09/s),  0.0820, (1.2027e+09/s),  0.0830, (1.1882e+09/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2,  4,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2,  4,  2.0, (5x10):,  0.0900, (1.0958e+09/s),  0.0850, (1.1603e+09/s),  0.0810, (1.2176e+09/s),  0.0920, (1.0720e+09/s),  0.0930, (1.0605e+09/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2,  4,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2,  4,  4.0, (5x10):,  0.0980, (1.0064e+09/s),  0.0950, (1.0381e+09/s),  0.1010, (9.7648e+08/s),  0.0980, (1.0064e+09/s),  0.0930, (1.0605e+09/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2,  4,  4.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=8
Caltech3x3, f32, amm mithral nolut     , N D M C lut_work_coef:, 49284,  27,   2,  8, -1.0, (5x10):,  0.1910, (5.1636e+08/s),  0.1870, (5.2740e+08/s),  0.1920, (5.1367e+08/s),  0.1900, (5.1907e+08/s),  0.1830, (5.3893e+08/s)
Caltech3x3, f32, amm mithral denselut  , N D M C lut_work_coef:, 49284,  27,   2,  8, -1.0, (5x10):,  0.1790, (5.5097e+08/s),  0.1860, (5.3024e+08/s),  0.1870, (5.2740e+08/s),  0.1880, (5.2460e+08/s),  0.1890, (5.2182e+08/s)
Caltech3x3, f32, mithral lut dense     , N D M C lut_work_coef:, 49284,  27,   2,  8, -1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral enc       , N D M C lut_work_coef:, 49284,  27,   2,  8, -1.0, (5x10):,  0.1600, (6.1640e+08/s),  0.1700, (5.8014e+08/s),  0.1740, (5.6680e+08/s),  0.1770, (5.5720e+08/s),  0.1820, (5.4189e+08/s)
Caltech3x3, f32, amm mithral scan      , N D M C lut_work_coef:, 49284,  27,   2,  8, -1.0, (5x10):,  0.0080, (1.2328e+10/s),  0.0090, (1.0958e+10/s),  0.0080, (1.2328e+10/s),  0.0090, (1.0958e+10/s),  0.0080, (1.2328e+10/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2,  8,  1.0, (5x10):,  0.2090, (4.7189e+08/s),  0.2130, (4.6302e+08/s),  0.2020, (4.8824e+08/s),  0.2100, (4.6964e+08/s),  0.1880, (5.2460e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2,  8,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2,  8,  2.0, (5x10):,  0.1880, (5.2460e+08/s),  0.1930, (5.1101e+08/s),  0.1860, (5.3024e+08/s),  0.1910, (5.1636e+08/s),  0.1970, (5.0063e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2,  8,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2,  8,  4.0, (5x10):,  0.1890, (5.2182e+08/s),  0.1910, (5.1636e+08/s),  0.1760, (5.6036e+08/s),  0.1870, (5.2740e+08/s),  0.1860, (5.3024e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2,  8,  4.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=16
Caltech3x3, f32, amm mithral nolut     , N D M C lut_work_coef:, 49284,  27,   2, 16, -1.0, (5x10):,  0.4470, (2.2064e+08/s),  0.4410, (2.2364e+08/s),  0.4010, (2.4595e+08/s),  0.3940, (2.5031e+08/s),  0.4970, (1.9844e+08/s)
Caltech3x3, f32, amm mithral denselut  , N D M C lut_work_coef:, 49284,  27,   2, 16, -1.0, (5x10):,  0.3650, (2.7020e+08/s),  0.4230, (2.3315e+08/s),  0.4340, (2.2724e+08/s),  0.4940, (1.9964e+08/s),  0.3840, (2.5683e+08/s)
Caltech3x3, f32, mithral lut dense     , N D M C lut_work_coef:, 49284,  27,   2, 16, -1.0, (5x10):,  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s)
Caltech3x3, f32, amm mithral enc       , N D M C lut_work_coef:, 49284,  27,   2, 16, -1.0, (5x10):,  0.3780, (2.6091e+08/s),  0.3500, (2.8178e+08/s),  0.3360, (2.9352e+08/s),  0.3640, (2.7095e+08/s),  0.3680, (2.6800e+08/s)
Caltech3x3, f32, amm mithral scan      , N D M C lut_work_coef:, 49284,  27,   2, 16, -1.0, (5x10):,  0.0160, (6.1640e+09/s),  0.0180, (5.4791e+09/s),  0.0160, (6.1640e+09/s),  0.0180, (5.4791e+09/s),  0.0150, (6.5749e+09/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 16,  1.0, (5x10):,  0.3930, (2.5095e+08/s),  0.3870, (2.5484e+08/s),  0.3880, (2.5419e+08/s),  0.4250, (2.3206e+08/s),  0.3860, (2.5550e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 16,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 16,  2.0, (5x10):,  0.4100, (2.4055e+08/s),  0.4310, (2.2883e+08/s),  0.3530, (2.7939e+08/s),  0.3860, (2.5550e+08/s),  0.3890, (2.5353e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 16,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 16,  4.0, (5x10):,  0.3880, (2.5419e+08/s),  0.3960, (2.4905e+08/s),  0.4520, (2.1819e+08/s),  0.3720, (2.6512e+08/s),  0.3670, (2.6873e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 16,  4.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=32
Caltech3x3, f32, amm mithral nolut     , N D M C lut_work_coef:, 49284,  27,   2, 32, -1.0, (5x10):,  0.8390, (1.1755e+08/s),  0.7780, (1.2677e+08/s),  0.7870, (1.2532e+08/s),  0.7730, (1.2759e+08/s),  0.8210, (1.2013e+08/s)
Caltech3x3, f32, amm mithral denselut  , N D M C lut_work_coef:, 49284,  27,   2, 32, -1.0, (5x10):,  0.8690, (1.1349e+08/s),  0.7960, (1.2390e+08/s),  0.8090, (1.2191e+08/s),  0.8790, (1.1220e+08/s),  0.8270, (1.1926e+08/s)
Caltech3x3, f32, mithral lut dense     , N D M C lut_work_coef:, 49284,  27,   2, 32, -1.0, (5x10):,  0.0020, (4.9312e+10/s),  0.0020, (4.9312e+10/s),  0.0020, (4.9312e+10/s),  0.0020, (4.9312e+10/s),  0.0020, (4.9312e+10/s)
Caltech3x3, f32, amm mithral enc       , N D M C lut_work_coef:, 49284,  27,   2, 32, -1.0, (5x10):,  0.7610, (1.2960e+08/s),  0.7880, (1.2516e+08/s),  0.7790, (1.2660e+08/s),  0.7260, (1.3585e+08/s),  0.7200, (1.3698e+08/s)
Caltech3x3, f32, amm mithral scan      , N D M C lut_work_coef:, 49284,  27,   2, 32, -1.0, (5x10):,  0.0420, (2.3482e+09/s),  0.0420, (2.3482e+09/s),  0.0420, (2.3482e+09/s),  0.0420, (2.3482e+09/s),  0.0420, (2.3482e+09/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 32,  1.0, (5x10):,  0.7750, (1.2726e+08/s),  0.7780, (1.2677e+08/s),  0.7760, (1.2709e+08/s),  0.8450, (1.1671e+08/s),  0.7920, (1.2453e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 32,  1.0, (5x10):,  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 32,  2.0, (5x10):,  0.8260, (1.1940e+08/s),  0.8750, (1.1271e+08/s),  0.8060, (1.2236e+08/s),  0.8010, (1.2313e+08/s),  0.8110, (1.2161e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 32,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 32,  4.0, (5x10):,  0.8400, (1.1741e+08/s),  0.7840, (1.2580e+08/s),  0.8670, (1.1375e+08/s),  0.7940, (1.2421e+08/s),  0.8130, (1.2131e+08/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 32,  4.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=64
Caltech3x3, f32, amm mithral nolut     , N D M C lut_work_coef:, 49284,  27,   2, 64, -1.0, (5x10):,  1.7650, (5.5878e+07/s),  1.7910, (5.5066e+07/s),  1.7650, (5.5878e+07/s),  1.6200, (6.0879e+07/s),  1.6240, (6.0729e+07/s)
Caltech3x3, f32, amm mithral denselut  , N D M C lut_work_coef:, 49284,  27,   2, 64, -1.0, (5x10):,  1.7130, (5.7574e+07/s),  1.6170, (6.0992e+07/s),  1.7780, (5.5469e+07/s),  1.6940, (5.8220e+07/s),  1.6250, (6.0692e+07/s)
Caltech3x3, f32, mithral lut dense     , N D M C lut_work_coef:, 49284,  27,   2, 64, -1.0, (5x10):,  0.0040, (2.4656e+10/s),  0.0040, (2.4656e+10/s),  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s)
Caltech3x3, f32, amm mithral enc       , N D M C lut_work_coef:, 49284,  27,   2, 64, -1.0, (5x10):,  1.6010, (6.1601e+07/s),  1.4750, (6.6864e+07/s),  1.5530, (6.3505e+07/s),  1.5410, (6.4000e+07/s),  1.5400, (6.4042e+07/s)
Caltech3x3, f32, amm mithral scan      , N D M C lut_work_coef:, 49284,  27,   2, 64, -1.0, (5x10):,  0.1010, (9.7648e+08/s),  0.0960, (1.0273e+09/s),  0.0870, (1.1336e+09/s),  0.0880, (1.1207e+09/s),  0.0950, (1.0381e+09/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 64,  1.0, (5x10):,  1.5390, (6.4083e+07/s),  1.5380, (6.4125e+07/s),  1.5370, (6.4167e+07/s),  1.5370, (6.4167e+07/s),  1.5370, (6.4167e+07/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 64,  1.0, (5x10):,  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 64,  2.0, (5x10):,  1.6710, (5.9021e+07/s),  1.6730, (5.8950e+07/s),  1.5510, (6.3587e+07/s),  1.5520, (6.3546e+07/s),  1.5520, (6.3546e+07/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 64,  2.0, (5x10):,  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s),  0.0030, (3.2875e+10/s)
Caltech3x3, f32, amm mithral sparselut , N D M C lut_work_coef:, 49284,  27,   2, 64,  4.0, (5x10):,  1.5420, (6.3958e+07/s),  1.5360, (6.4208e+07/s),  1.5370, (6.4167e+07/s),  1.5360, (6.4208e+07/s),  1.5360, (6.4208e+07/s)
Caltech3x3, f32, mithral lut sparse    , N D M C lut_work_coef:, 49284,  27,   2, 64,  4.0, (5x10):,  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s),  0.0010, (9.8624e+10/s)
------------------------ Caltech5x5 f32
---- ncodebooks=2
Caltech5x5, f32, amm mithral nolut     , N D M C lut_work_coef:, 48400,  75,   2,  2, -1.0, (5x10):,  0.0550, (1.7606e+09/s),  0.0500, (1.9366e+09/s),  0.0450, (2.1518e+09/s),  0.0450, (2.1518e+09/s),  0.0460, (2.1050e+09/s)
Caltech5x5, f32, amm mithral denselut  , N D M C lut_work_coef:, 48400,  75,   2,  2, -1.0, (5x10):,  0.0490, (1.9762e+09/s),  0.0490, (1.9762e+09/s),  0.0490, (1.9762e+09/s),  0.0490, (1.9762e+09/s),  0.0490, (1.9762e+09/s)
Caltech5x5, f32, mithral lut dense     , N D M C lut_work_coef:, 48400,  75,   2,  2, -1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral enc       , N D M C lut_work_coef:, 48400,  75,   2,  2, -1.0, (5x10):,  0.0390, (2.4829e+09/s),  0.0390, (2.4829e+09/s),  0.0390, (2.4829e+09/s),  0.0390, (2.4829e+09/s),  0.0390, (2.4829e+09/s)
Caltech5x5, f32, amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2,  2, -1.0, (5x10):,  0.0060, (1.6139e+10/s),  0.0050, (1.9366e+10/s),  0.0060, (1.6139e+10/s),  0.0060, (1.6139e+10/s),  0.0060, (1.6139e+10/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2,  2,  1.0, (5x10):,  0.0690, (1.4034e+09/s),  0.0500, (1.9366e+09/s),  0.0490, (1.9762e+09/s),  0.0450, (2.1518e+09/s),  0.0460, (2.1050e+09/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2,  2,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
