------------------------ Caltech3x3 i8
---- ncodebooks=2
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2,  2,  2.0, (5x10):,  0.0670, (1.4453e+09/s),  0.0590, (1.6412e+09/s),  0.0520, (1.8622e+09/s),  0.0500, (1.9366e+09/s),  0.0500, (1.9366e+09/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2,  2,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=4
Caltech5x5, f32, amm mithral nolut     , N D M C lut_work_coef:, 48400,  75,   2,  4, -1.0, (5x10):,  0.0900, (1.0759e+09/s),  0.0890, (1.0880e+09/s),  0.0890, (1.0880e+09/s),  0.0890, (1.0880e+09/s),  0.0890, (1.0880e+09/s)
Caltech5x5, f32, amm mithral denselut  , N D M C lut_work_coef:, 48400,  75,   2,  4, -1.0, (5x10):,  0.0900, (1.0759e+09/s),  0.0850, (1.1392e+09/s),  0.0840, (1.1528e+09/s),  0.0840, (1.1528e+09/s),  0.0840, (1.1528e+09/s)
Caltech5x5, f32, mithral lut dense     , N D M C lut_work_coef:, 48400,  75,   2,  4, -1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral enc       , N D M C lut_work_coef:, 48400,  75,   2,  4, -1.0, (5x10):,  0.0830, (1.1667e+09/s),  0.0800, (1.2104e+09/s),  0.0790, (1.2257e+09/s),  0.0830, (1.1667e+09/s),  0.0860, (1.1260e+09/s)
Caltech5x5, f32, amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2,  4, -1.0, (5x10):,  0.0060, (1.6139e+10/s),  0.0060, (1.6139e+10/s),  0.0060, (1.6139e+10/s),  0.0060, (1.6139e+10/s),  0.0060, (1.6139e+10/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2,  4,  1.0, (5x10):,  0.0890, (1.0880e+09/s),  0.0890, (1.0880e+09/s),  0.0900, (1.0759e+09/s),  0.0940, (1.0301e+09/s),  0.0920, (1.0525e+09/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2,  4,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2,  4,  2.0, (5x10):,  0.0830, (1.1667e+09/s),  0.0830, (1.1667e+09/s),  0.0830, (1.1667e+09/s),  0.0830, (1.1667e+09/s),  0.0830, (1.1667e+09/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2,  4,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2,  4,  4.0, (5x10):,  0.0850, (1.1392e+09/s),  0.0850, (1.1392e+09/s),  0.0850, (1.1392e+09/s),  0.0850, (1.1392e+09/s),  0.0850, (1.1392e+09/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2,  4,  4.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=8
Caltech5x5, f32, amm mithral nolut     , N D M C lut_work_coef:, 48400,  75,   2,  8, -1.0, (5x10):,  0.2100, (4.6110e+08/s),  0.2090, (4.6331e+08/s),  0.2090, (4.6331e+08/s),  0.1790, (5.4096e+08/s),  0.1880, (5.1506e+08/s)
Caltech5x5, f32, amm mithral denselut  , N D M C lut_work_coef:, 48400,  75,   2,  8, -1.0, (5x10):,  0.2280, (4.2470e+08/s),  0.2280, (4.2470e+08/s),  0.2250, (4.3036e+08/s),  0.1970, (4.9153e+08/s),  0.1960, (4.9404e+08/s)
Caltech5x5, f32, mithral lut dense     , N D M C lut_work_coef:, 48400,  75,   2,  8, -1.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
Caltech5x5, f32, amm mithral enc       , N D M C lut_work_coef:, 48400,  75,   2,  8, -1.0, (5x10):,  0.2410, (4.0179e+08/s),  0.1840, (5.2626e+08/s),  0.1860, (5.2060e+08/s),  0.1950, (4.9657e+08/s),  0.1950, (4.9657e+08/s)
Caltech5x5, f32, amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2,  8, -1.0, (5x10):,  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2,  8,  1.0, (5x10):,  0.2060, (4.7006e+08/s),  0.1910, (5.0697e+08/s),  0.2100, (4.6110e+08/s),  0.1990, (4.8659e+08/s),  0.1980, (4.8905e+08/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2,  8,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2,  8,  2.0, (5x10):,  0.1970, (4.9153e+08/s),  0.1970, (4.9153e+08/s),  0.1970, (4.9153e+08/s),  0.1970, (4.9153e+08/s),  0.1970, (4.9153e+08/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2,  8,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2,  8,  4.0, (5x10):,  0.2000, (4.8416e+08/s),  0.1930, (5.0172e+08/s),  0.1960, (4.9404e+08/s),  0.1920, (5.0433e+08/s),  0.1910, (5.0697e+08/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2,  8,  4.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=16
Caltech5x5, f32, amm mithral nolut     , N D M C lut_work_coef:, 48400,  75,   2, 16, -1.0, (5x10):,  0.4350, (2.2260e+08/s),  0.4720, (2.0515e+08/s),  0.4690, (2.0646e+08/s),  0.4310, (2.2467e+08/s),  0.4280, (2.2624e+08/s)
Caltech5x5, f32, amm mithral denselut  , N D M C lut_work_coef:, 48400,  75,   2, 16, -1.0, (5x10):,  0.4660, (2.0779e+08/s),  0.4820, (2.0090e+08/s),  0.4810, (2.0131e+08/s),  0.4640, (2.0869e+08/s),  0.4640, (2.0869e+08/s)
Caltech5x5, f32, mithral lut dense     , N D M C lut_work_coef:, 48400,  75,   2, 16, -1.0, (5x10):,  0.0020, (4.8416e+10/s),  0.0020, (4.8416e+10/s),  0.0020, (4.8416e+10/s),  0.0020, (4.8416e+10/s),  0.0020, (4.8416e+10/s)
Caltech5x5, f32, amm mithral enc       , N D M C lut_work_coef:, 48400,  75,   2, 16, -1.0, (5x10):,  0.4340, (2.2312e+08/s),  0.4280, (2.2624e+08/s),  0.4270, (2.2677e+08/s),  0.4270, (2.2677e+08/s),  0.4280, (2.2624e+08/s)
Caltech5x5, f32, amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2, 16, -1.0, (5x10):,  0.0190, (5.0964e+09/s),  0.0180, (5.3796e+09/s),  0.0170, (5.6960e+09/s),  0.0170, (5.6960e+09/s),  0.0170, (5.6960e+09/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 16,  1.0, (5x10):,  0.4350, (2.2260e+08/s),  0.4350, (2.2260e+08/s),  0.4060, (2.3850e+08/s),  0.4060, (2.3850e+08/s),  0.4060, (2.3850e+08/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 16,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 16,  2.0, (5x10):,  0.5180, (1.8693e+08/s),  0.5120, (1.8912e+08/s),  0.4780, (2.0258e+08/s),  0.4750, (2.0386e+08/s),  0.4820, (2.0090e+08/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 16,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 16,  4.0, (5x10):,  0.5140, (1.8839e+08/s),  0.4280, (2.2624e+08/s),  0.4230, (2.2892e+08/s),  0.4590, (2.1096e+08/s),  0.4240, (2.2838e+08/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 16,  4.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
---- ncodebooks=32
Caltech5x5, f32, amm mithral nolut     , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  1.0950, (8.8431e+07/s),  1.0590, (9.1437e+07/s),  1.0580, (9.1524e+07/s),  1.0520, (9.2046e+07/s),  1.0520, (9.2046e+07/s)
Caltech5x5, f32, amm mithral denselut  , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  1.1200, (8.6457e+07/s),  1.0670, (9.0752e+07/s),  1.0730, (9.0244e+07/s),  1.1140, (8.6923e+07/s),  1.1130, (8.7001e+07/s)
Caltech5x5, f32, mithral lut dense     , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  0.0040, (2.4208e+10/s),  0.0040, (2.4208e+10/s),  0.0040, (2.4208e+10/s),  0.0040, (2.4208e+10/s),  0.0040, (2.4208e+10/s)
Caltech5x5, f32, amm mithral enc       , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  0.9990, (9.6929e+07/s),  0.9990, (9.6929e+07/s),  1.0000, (9.6832e+07/s),  1.0110, (9.5778e+07/s),  1.0330, (9.3739e+07/s)
Caltech5x5, f32, amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2, 32, -1.0, (5x10):,  0.0400, (2.4208e+09/s),  0.0400, (2.4208e+09/s),  0.0400, (2.4208e+09/s),  0.0390, (2.4829e+09/s),  0.0420, (2.3055e+09/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 32,  1.0, (5x10):,  1.0380, (9.3287e+07/s),  1.0310, (9.3920e+07/s),  1.0310, (9.3920e+07/s),  1.1040, (8.7710e+07/s),  1.0780, (8.9826e+07/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 32,  1.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 32,  2.0, (5x10):,  1.0630, (9.1093e+07/s),  1.0640, (9.1008e+07/s),  1.0640, (9.1008e+07/s),  1.0630, (9.1093e+07/s),  1.0640, (9.1008e+07/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 32,  2.0, (5x10):,  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s),  0.0000, (inf/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 32,  4.0, (5x10):,  1.1380, (8.5090e+07/s),  1.1370, (8.5164e+07/s),  1.1270, (8.5920e+07/s),  1.1370, (8.5164e+07/s),  1.1390, (8.5015e+07/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 32,  4.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
---- ncodebooks=64
Caltech5x5, f32, amm mithral nolut     , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  2.1830, (4.4357e+07/s),  2.1900, (4.4216e+07/s),  2.2000, (4.4015e+07/s),  2.2130, (4.3756e+07/s),  2.2120, (4.3776e+07/s)
Caltech5x5, f32, amm mithral denselut  , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  2.2760, (4.2545e+07/s),  2.2000, (4.4015e+07/s),  2.2000, (4.4015e+07/s),  2.2010, (4.3995e+07/s),  2.2320, (4.3384e+07/s)
Caltech5x5, f32, mithral lut dense     , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s),  0.0080, (1.2104e+10/s)
Caltech5x5, f32, amm mithral enc       , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  2.1400, (4.5249e+07/s),  2.1370, (4.5312e+07/s),  2.1350, (4.5355e+07/s),  2.1580, (4.4871e+07/s),  2.1370, (4.5312e+07/s)
Caltech5x5, f32, amm mithral scan      , N D M C lut_work_coef:, 48400,  75,   2, 64, -1.0, (5x10):,  0.0790, (1.2257e+09/s),  0.0850, (1.1392e+09/s),  0.0850, (1.1392e+09/s),  0.0780, (1.2414e+09/s),  0.0780, (1.2414e+09/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 64,  1.0, (5x10):,  2.1250, (4.5568e+07/s),  2.1240, (4.5589e+07/s),  2.1830, (4.4357e+07/s),  2.1840, (4.4337e+07/s),  2.1170, (4.5740e+07/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 64,  1.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 64,  2.0, (5x10):,  2.2160, (4.3697e+07/s),  2.2160, (4.3697e+07/s),  2.2170, (4.3677e+07/s),  2.2760, (4.2545e+07/s),  2.2760, (4.2545e+07/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 64,  2.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
Caltech5x5, f32, amm mithral sparselut , N D M C lut_work_coef:, 48400,  75,   2, 64,  4.0, (5x10):,  2.1630, (4.4767e+07/s),  2.1640, (4.4747e+07/s),  2.1810, (4.4398e+07/s),  2.2150, (4.3716e+07/s),  2.1630, (4.4767e+07/s)
Caltech5x5, f32, mithral lut sparse    , N D M C lut_work_coef:, 48400,  75,   2, 64,  4.0, (5x10):,  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s),  0.0010, (9.6832e+10/s)
------------------------ Cifar10 f32
---- ncodebooks=2
Cifar10, f32, amm mithral nolut     , N D M C lut_work_coef:, 10000, 512,  10,  2, -1.0,    (5x10):,  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s)
Cifar10, f32, amm mithral denselut  , N D M C lut_work_coef:, 10000, 512,  10,  2, -1.0,    (5x10):,  0.0210, (4.7695e+09/s),  0.0210, (4.7695e+09/s),  0.0210, (4.7695e+09/s),  0.0210, (4.7695e+09/s),  0.0210, (4.7695e+09/s)
Cifar10, f32, mithral lut dense     , N D M C lut_work_coef:, 10000, 512,  10,  2, -1.0,    (5x10):,  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s)
Cifar10, f32, amm mithral enc       , N D M C lut_work_coef:, 10000, 512,  10,  2, -1.0,    (5x10):,  0.0080, (1.2520e+10/s),  0.0080, (1.2520e+10/s),  0.0080, (1.2520e+10/s),  0.0080, (1.2520e+10/s),  0.0080, (1.2520e+10/s)
Cifar10, f32, amm mithral scan      , N D M C lut_work_coef:, 10000, 512,  10,  2, -1.0,    (5x10):,  0.0060, (1.6693e+10/s),  0.0060, (1.6693e+10/s),  0.0060, (1.6693e+10/s),  0.0060, (1.6693e+10/s),  0.0060, (1.6693e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10,  2,  1.0,    (5x10):,  0.0180, (5.5644e+09/s),  0.0180, (5.5644e+09/s),  0.0180, (5.5644e+09/s),  0.0180, (5.5644e+09/s),  0.0180, (5.5644e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10,  2,  1.0,    (5x10):,  0.0030, (3.3387e+10/s),  0.0030, (3.3387e+10/s),  0.0030, (3.3387e+10/s),  0.0030, (3.3387e+10/s),  0.0030, (3.3387e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10,  2,  2.0,    (5x10):,  0.0210, (4.7695e+09/s),  0.0210, (4.7695e+09/s),  0.0210, (4.7695e+09/s),  0.0210, (4.7695e+09/s),  0.0210, (4.7695e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10,  2,  2.0,    (5x10):,  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s)
---- ncodebooks=4
Cifar10, f32, amm mithral nolut     , N D M C lut_work_coef:, 10000, 512,  10,  4, -1.0,    (5x10):,  0.0240, (4.1733e+09/s),  0.0240, (4.1733e+09/s),  0.0240, (4.1733e+09/s),  0.0240, (4.1733e+09/s),  0.0240, (4.1733e+09/s)
Cifar10, f32, amm mithral denselut  , N D M C lut_work_coef:, 10000, 512,  10,  4, -1.0,    (5x10):,  0.0380, (2.6358e+09/s),  0.0360, (2.7822e+09/s),  0.0360, (2.7822e+09/s),  0.0360, (2.7822e+09/s),  0.0370, (2.7070e+09/s)
Cifar10, f32, mithral lut dense     , N D M C lut_work_coef:, 10000, 512,  10,  4, -1.0,    (5x10):,  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0130, (7.7046e+09/s)
Cifar10, f32, amm mithral enc       , N D M C lut_work_coef:, 10000, 512,  10,  4, -1.0,    (5x10):,  0.0160, (6.2600e+09/s),  0.0160, (6.2600e+09/s),  0.0160, (6.2600e+09/s),  0.0160, (6.2600e+09/s),  0.0160, (6.2600e+09/s)
Cifar10, f32, amm mithral scan      , N D M C lut_work_coef:, 10000, 512,  10,  4, -1.0,    (5x10):,  0.0060, (1.6693e+10/s),  0.0060, (1.6693e+10/s),  0.0060, (1.6693e+10/s),  0.0060, (1.6693e+10/s),  0.0060, (1.6693e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10,  4,  1.0,    (5x10):,  0.0260, (3.8523e+09/s),  0.0260, (3.8523e+09/s),  0.0260, (3.8523e+09/s),  0.0260, (3.8523e+09/s),  0.0260, (3.8523e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10,  4,  1.0,    (5x10):,  0.0030, (3.3387e+10/s),  0.0030, (3.3387e+10/s),  0.0030, (3.3387e+10/s),  0.0030, (3.3387e+10/s),  0.0030, (3.3387e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10,  4,  2.0,    (5x10):,  0.0300, (3.3387e+09/s),  0.0300, (3.3387e+09/s),  0.0300, (3.3387e+09/s),  0.0300, (3.3387e+09/s),  0.0310, (3.2310e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10,  4,  2.0,    (5x10):,  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10,  4,  4.0,    (5x10):,  0.0360, (2.7822e+09/s),  0.0380, (2.6358e+09/s),  0.0380, (2.6358e+09/s),  0.0380, (2.6358e+09/s),  0.0380, (2.6358e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10,  4,  4.0,    (5x10):,  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s)
---- ncodebooks=8
Cifar10, f32, amm mithral nolut     , N D M C lut_work_coef:, 10000, 512,  10,  8, -1.0,    (5x10):,  0.0400, (2.5040e+09/s),  0.0390, (2.5682e+09/s),  0.0390, (2.5682e+09/s),  0.0390, (2.5682e+09/s),  0.0390, (2.5682e+09/s)
Cifar10, f32, amm mithral denselut  , N D M C lut_work_coef:, 10000, 512,  10,  8, -1.0,    (5x10):,  0.0690, (1.4516e+09/s),  0.0690, (1.4516e+09/s),  0.0690, (1.4516e+09/s),  0.0690, (1.4516e+09/s),  0.0690, (1.4516e+09/s)
Cifar10, f32, mithral lut dense     , N D M C lut_work_coef:, 10000, 512,  10,  8, -1.0,    (5x10):,  0.0290, (3.4538e+09/s),  0.0290, (3.4538e+09/s),  0.0290, (3.4538e+09/s),  0.0290, (3.4538e+09/s),  0.0290, (3.4538e+09/s)
Cifar10, f32, amm mithral enc       , N D M C lut_work_coef:, 10000, 512,  10,  8, -1.0,    (5x10):,  0.0340, (2.9459e+09/s),  0.0340, (2.9459e+09/s),  0.0310, (3.2310e+09/s),  0.0310, (3.2310e+09/s),  0.0310, (3.2310e+09/s)
Cifar10, f32, amm mithral scan      , N D M C lut_work_coef:, 10000, 512,  10,  8, -1.0,    (5x10):,  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10,  8,  1.0,    (5x10):,  0.0470, (2.1311e+09/s),  0.0460, (2.1774e+09/s),  0.0460, (2.1774e+09/s),  0.0460, (2.1774e+09/s),  0.0460, (2.1774e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10,  8,  1.0,    (5x10):,  0.0040, (2.5040e+10/s),  0.0040, (2.5040e+10/s),  0.0040, (2.5040e+10/s),  0.0040, (2.5040e+10/s),  0.0040, (2.5040e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10,  8,  2.0,    (5x10):,  0.0470, (2.1311e+09/s),  0.0480, (2.0867e+09/s),  0.0480, (2.0867e+09/s),  0.0470, (2.1311e+09/s),  0.0470, (2.1311e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10,  8,  2.0,    (5x10):,  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s),  0.0070, (1.4309e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10,  8,  4.0,    (5x10):,  0.0770, (1.3008e+09/s),  0.0680, (1.4729e+09/s),  0.0550, (1.8211e+09/s),  0.0540, (1.8548e+09/s),  0.0540, (1.8548e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10,  8,  4.0,    (5x10):,  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s),  0.0140, (7.1543e+09/s)
---- ncodebooks=16
Cifar10, f32, amm mithral nolut     , N D M C lut_work_coef:, 10000, 512,  10, 16, -1.0,    (5x10):,  0.0940, (1.0655e+09/s),  0.0880, (1.1382e+09/s),  0.0860, (1.1647e+09/s),  0.0840, (1.1924e+09/s),  0.0860, (1.1647e+09/s)
Cifar10, f32, amm mithral denselut  , N D M C lut_work_coef:, 10000, 512,  10, 16, -1.0,    (5x10):,  0.1620, (6.1827e+08/s),  0.1600, (6.2600e+08/s),  0.1450, (6.9076e+08/s),  0.1500, (6.6773e+08/s),  0.1630, (6.1448e+08/s)
Cifar10, f32, mithral lut dense     , N D M C lut_work_coef:, 10000, 512,  10, 16, -1.0,    (5x10):,  0.0660, (1.5176e+09/s),  0.0660, (1.5176e+09/s),  0.0660, (1.5176e+09/s),  0.0640, (1.5650e+09/s),  0.0640, (1.5650e+09/s)
Cifar10, f32, amm mithral enc       , N D M C lut_work_coef:, 10000, 512,  10, 16, -1.0,    (5x10):,  0.0720, (1.3911e+09/s),  0.0660, (1.5176e+09/s),  0.0650, (1.5409e+09/s),  0.0640, (1.5650e+09/s),  0.0680, (1.4729e+09/s)
Cifar10, f32, amm mithral scan      , N D M C lut_work_coef:, 10000, 512,  10, 16, -1.0,    (5x10):,  0.0160, (6.2600e+09/s),  0.0160, (6.2600e+09/s),  0.0160, (6.2600e+09/s),  0.0160, (6.2600e+09/s),  0.0150, (6.6773e+09/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10, 16,  1.0,    (5x10):,  0.1020, (9.8196e+08/s),  0.0870, (1.1513e+09/s),  0.1050, (9.5390e+08/s),  0.1050, (9.5390e+08/s),  0.0960, (1.0433e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10, 16,  1.0,    (5x10):,  0.0040, (2.5040e+10/s),  0.0040, (2.5040e+10/s),  0.0040, (2.5040e+10/s),  0.0040, (2.5040e+10/s),  0.0040, (2.5040e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10, 16,  2.0,    (5x10):,  0.0960, (1.0433e+09/s),  0.0960, (1.0433e+09/s),  0.0960, (1.0433e+09/s),  0.0960, (1.0433e+09/s),  0.0960, (1.0433e+09/s)
Cifar10, f32, mithral lut sparse    , N D M C lut_work_coef:, 10000, 512,  10, 16,  2.0,    (5x10):,  0.0080, (1.2520e+10/s),  0.0080, (1.2520e+10/s),  0.0080, (1.2520e+10/s),  0.0080, (1.2520e+10/s),  0.0080, (1.2520e+10/s)
Cifar10, f32, amm mithral sparselut , N D M C lut_work_coef:, 10000, 512,  10, 16,  4.0,    (5x10):,  0.1030, (9.7243e+08/s),  0.0960, (1.0433e+09/s),  0.0980, (1.0220e+09/s),  0.0980, (1.0220e+09/s),  0.0980, (1.0220e+09/s)
